MacroPlot.Name,Monitoring.Status,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIAB 20,01Year5,8/23/2006 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TAOF,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HEMU,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CINE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ACNE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HEVI,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AXXX,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TRDU,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,,,,,,,,,,,,,,,,,,,,True,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483648,L,,,,,,,,,,,,,,,,,AGGL,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483647,L,,,,,,,,,,,,,,,,,COGR,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483646,L,,,,,,,,,,,,,,,,,ERRA,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483645,L,,,,,,,,,,,,,,,,,LOUT,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483644,L,,,,,,,,,,,,,,,,,CANU,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483642,L,,,,,,,,,,,,,,,,,GADI,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483641,L,,,,,,,,,,,,,,,,,LASE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483640,L,,,,,,,,,,,,,,,,,PEVI,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483639,L,,,,,,,,,,,,,,,,,DENU,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483638,L,,,,,,,,,,,,,,,,,ARDR,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483636,L,,,,,,,,,,,,,,,,,CAXX3,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483635,L,,,,,,,,,,,,,,,,,PASM,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483634,L,,,,,,,,,,,,,,,,,PODO,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,,,,,,,,,,,,,,,,,,,,True,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483648,L,,,,,,,,,,,,,,,,,HEMU,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483647,L,,,,,,,,,,,,,,,,,POTR,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483646,L,,,,,,,,,,,,,,,,,PASM,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483645,L,,,,,,,,,,,,,,,,,BRTE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483643,L,,,,,,,,,,,,,,,,,THFE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483642,L,,,,,,,,,,,,,,,,,ERXX,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483641,L,,,,,,,,,,,,,,,,,COGR,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483640,L,,,,,,,,,,,,,,,,,AGGL,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483639,L,,,,,,,,,,,,,,,,,AXXX,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483638,L,,,,,,,,,,,,,,,,,ERRA,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483637,L,,,,,,,,,,,,,,,,,ARDR,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483636,L,,,,,,,,,,,,,,,,,SISC,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483635,L,,,,,,,,,,,,,,,,,CANU,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483634,L,,,,,,,,,,,,,,,,,PEVI,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483633,L,,,,,,,,,,,,,,,,,LOUT,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483632,L,,,,,,,,,,,,,,,,,COPA,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483631,L,,,,,,,,,,,,,,,,,DENU,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483630,L,,,,,,,,,,,,,,,,,FXXX,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,,,,,,,,,,,,,Ali; Hill,Ali,,,,,,True,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483648,L,,,,,,,,,,,,,,,,,COGR,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483647,L,,,,,,,,,,,,,,,,,THFE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483646,L,,,,,,,,,,,,,,,,,HEVI,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483645,L,,,,,,,,,,,,,,,,,ARDR,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483644,L,,,,,,,,,,,,,,,,,ERXX-A,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483643,L,,,,,,,,,,,,,,,,,ABCO,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483642,L,,,,,,,,,,,,,,,,,COCA,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483641,L,,,,,,,,,,,,,,,,,TAOF,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483640,L,,,,,,,,,,,,,,,,,LOUT,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483639,L,,,,,,,,,,,,,,,,,AXXX-A,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483638,L,,,,,,,,,,,,,,,,,HEMU,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,,,,,,,,,,,,,Dang; Katich; Benson; McClure,DANG,,,,,,True,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483648,L,,,,,,,,,,,,,,,,,GADI,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483647,L,,,,,,,,,,,,,,,,,MARE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483646,L,,,,,,,,,,,,,,,,,PSJA,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483645,L,,,,,,,,,,,,,,,,,LASC,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483644,L,,,,,,,,,,,,,,,,,LOUT,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483643,L,,,,,,,,,,,,,,,,,PTAQ,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,,,,,,,,,,,,,RONSANI; KLEIN,RIOS,,,,,,True,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483648,L,,,,,,,,,,,,,,,,,LOUT,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483647,L,,,,,,,,,,,,,,,,,AGGL,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483646,L,,,,,,,,,,,,,,,,,CANU,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483645,L,,,,,,,,,,,,,,,,,ARDR,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483644,L,,,,,,,,,,,,,,,,,THFE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483643,L,,,,,,,,,,,,,,,,,COCA,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,,,,,,,,,,,,,Humphrey; Brannfors,Coppe,,,,,,True,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,1,L,,,,,,,,,,,,,,,,,ACNE,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,2,L,,,,,,,,,,,,,,,,,THFE,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,3,L,,,,,,,,,,,,,,,,,ARDR,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,4,L,,,,,,,,,,,,,,,,,EPBR,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,5,L,,,,,,,,,,,,,,,,,CHXX,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,6,L,,,,,,,,,,,,,,,,,PHEG,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,7,L,,,,,,,,,,,,,,,,,MARE,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,8,L,,,,,,,,,,,,,,,,,ERXX-A,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,9,L,,,,,,,,,,,,,,,,,HEVI,,
PIAB 20,03Year5,8/10/2022 11:43:30 AM,10,L,,,,,,,,,,,,,,,,,PSJA,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIAB 20,Pre,8/25/1999 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ELEL,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PYPI,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SYXX,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SODU,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRFR,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THFE,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOUT,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ROWO,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POFE,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PTAN,,
PIAB 20,Pre,8/25/1999 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GOOB,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERFO,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ELEL,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BLTR,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PSJA,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOAL,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRCI,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HEMU,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LUXX,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SISC,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PTAQ,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PSMO,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THFE,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,15,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THMO,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,16,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERXX,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,17,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOUT,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,18,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,19,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHAN,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,20,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANMA,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,21,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HIFE,,
PIAB 13,01Year1,9/2/2002 12:00:00 AM,22,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GOOB,,
PIAB 13,01Year2,7/31/2003 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIAB 13,01Year2,7/31/2003 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIAB 13,01Year2,7/31/2003 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIAB 13,01Year2,7/31/2003 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LUXX,,
PIAB 13,01Year2,7/31/2003 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIAB 13,01Year2,7/31/2003 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SISC,,
PIAB 13,01Year2,7/31/2003 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THFE,,
PIAB 13,01Year2,7/31/2003 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANMA,,
PIAB 13,01Year2,7/31/2003 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERXX2,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,DRAS,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ELEL,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CRSE,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PECE,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HEMU,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRFR,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LUXX,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SISC,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PTAQ,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PSMO,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THFE,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,15,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHXX,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,16,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PODO,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,17,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,18,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHAN,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,19,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANMA,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,20,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HIFE,,
PIAB 13,01Year5,8/1/2006 12:00:00 AM,21,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GOOB,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,,,,,,,,,,,,,,,,,,,,True,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483648,L,,,,,,,,,,,,,,,,,ELEL,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483647,L,,,,,,,,,,,,,,,,,MARE,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483646,L,,,,,,,,,,,,,,,,,ERRA,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483645,L,,,,,,,,,,,,,,,,,ANPA,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483644,L,,,,,,,,,,,,,,,,,PEXX,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483642,L,,,,,,,,,,,,,,,,,PECE,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483641,L,,,,,,,,,,,,,,,,,ANMA,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483640,L,,,,,,,,,,,,,,,,,HIFE,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483639,L,,,,,,,,,,,,,,,,,PAMU,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483638,L,,,,,,,,,,,,,,,,,CHAN,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483637,L,,,,,,,,,,,,,,,,,PEVI,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483636,L,,,,,,,,,,,,,,,,,ERSP,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483635,L,,,,,,,,,,,,,,,,,ARXX,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483634,L,,,,,,,,,,,,,,,,,GERI,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483633,L,,,,,,,,,,,,,,,,,PTAQ,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483632,L,,,,,,,,,,,,,,,,,THFE,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483631,L,,,,,,,,,,,,,,,,,LASE,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483630,L,,,,,,,,,,,,,,,,,PHEG,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483629,L,,,,,,,,,,,,,,,,,BRFR,,
PIAB 13,02Year1,7/26/2010 9:36:50 AM,-2147483628,L,,,,,,,,,,,,,,,,,POTR,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,,,,,,,,,,,,,,,,,,,,True,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483648,L,,,,,,,,,,,,,,,,,PODO,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483647,L,,,,,,,,,,,,,,,,,CHAN,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483646,L,,,,,,,,,,,,,,,,,PAMU,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483645,L,,,,,,,,,,,,,,,,,PECE,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483644,L,,,,,,,,,,,,,,,,,PEVI,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483643,L,,,,,,,,,,,,,,,,,ERXX-A,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483642,L,,,,,,,,,,,,,,,,,PHEG,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483641,L,,,,,,,,,,,,,,,,,DRAS,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483640,L,,,,,,,,,,,,,,,,,BRFR,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483639,L,,,,,,,,,,,,,,,,,SARA,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483638,L,,,,,,,,,,,,,,,,,ARCO,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483637,L,,,,,,,,,,,,,,,,,TRDU,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483636,L,,,,,,,,,,,,,,,,,FXXX2,,
PIAB 13,02Year2,7/19/2011 2:30:56 PM,-2147483635,L,,,,,,,,,,,,,,,,,SISC,,
