MacroPlot.Name,Monitoring.Status,Date,Index,Transect,Azimuth,Slope,OneHr,TenHr,HunHr,FWDFuConSt,Comment,UV1,UV2,UV3,NumTran,OneHrTranLen,TenHrTranLen,HunHrTranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,X
PIEN 04,PR01,7/20/1994 12:00:00 AM,1,1,310,4,20,1,2,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 04,PR01,7/20/1994 12:00:00 AM,2,2,46,9,19,5,1,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 04,PR01,7/20/1994 12:00:00 AM,3,3,336,8,13,3,0,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 04,PR01,7/20/1994 12:00:00 AM,4,4,78,4,26,11,1,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 04,PR02,10/23/2003 12:00:00 AM,1,1,310,4,4,8,2,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,2,2,46,9,7,2,1,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,3,3,336,8,12,7,1,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,4,4,78,4,11,12,2,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 04,PR03,9/5/2007 12:00:00 AM,1,1,310,4,3,7,1,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,2,2,46,9,5,6,3,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,3,3,336,8,13,4,2,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,4,4,78,4,4,3,3,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483648,1,310,4,43,13,0,PIEN,,,,,,,,,,,,,,,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483647,2,46,9,4,3,0,PIEN,,,,,,,,,,,,,,,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483646,3,336,8,14,7,0,PIEN,,,,,,,,,,,,,,,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483645,4,78,4,54,9,1,PIEN,,,,,,,,,,,,,,,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,,,,,,,,,,,,,4,6,6,12,McCLURE; TALBERT,McClure,,,,,True,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483648,1,310,4,48,10,2,PIEN,L of all small POTRs @ 4'; R of POTR @21'; L of PIEN @ 25'; R of lil' ABCO @ 49',,,,,,,,,,,,,,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483647,2,46,9,8,1,0,PIEN,L of lil' ABCO @ 7'; R of POTR @ 18'; R of POTR @ 41',,,,,,,,,,,,,,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483646,3,336,8,26,4,0,PIEN,Btwn ABCO poles @ 12'; L of snag #18 @ 49',,,,,,,,,,,,,,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483645,4,78,4,37,7,2,PIEN,R of SNAG @ 10'; @ base of tree #25,,,,,,,,,,,,,,,
PIEN 06,01Post,7/23/2000 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 06,01Post,7/23/2000 12:00:00 AM,1,1,287,4,2,0,0,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 06,01Post,7/23/2000 12:00:00 AM,2,2,182,19,4,0,0,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 06,01Post,7/23/2000 12:00:00 AM,3,3,357,19,0,0,0,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 06,01Post,7/23/2000 12:00:00 AM,4,4,179,19,1,0,0,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,1,1,287,4,0,0,0,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,2,2,182,19,5,0,0,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,3,3,357,19,0,0,0,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,4,4,179,19,0,0,0,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 06,01Year10,8/9/2010 11:36:35 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 06,01Year10,8/9/2010 11:36:35 AM,-2147483648,1,287,4,19,5,2,PIEN,,,,,,,,,,,,,,,,
PIEN 06,01Year10,8/9/2010 11:36:35 AM,-2147483647,2,182,19,7,1,0,PIEN,,,,,,,,,,,,,,,,
PIEN 06,01Year10,8/9/2010 11:36:35 AM,-2147483646,3,357,19,3,5,3,PIEN,,,,,,,,,,,,,,,,
PIEN 06,01Year10,8/9/2010 11:36:35 AM,-2147483645,4,179,19,3,2,2,PIEN,,,,,,,,,,,,,,,,
PIEN 06,01Year2,7/22/2002 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 06,01Year2,7/22/2002 12:00:00 AM,1,1,287,4,1,0,0,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 06,01Year2,7/22/2002 12:00:00 AM,2,2,182,19,4,1,1,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 06,01Year2,7/22/2002 12:00:00 AM,3,3,357,19,1,0,0,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 06,01Year2,7/22/2002 12:00:00 AM,4,4,179,19,2,1,0,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 06,01Year5,9/21/2005 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 06,01Year5,9/21/2005 12:00:00 AM,1,1,287,4,7,4,4,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 06,01Year5,9/21/2005 12:00:00 AM,2,2,182,19,5,0,1,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 06,01Year5,9/21/2005 12:00:00 AM,3,3,357,19,5,1,0,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 06,01Year5,9/21/2005 12:00:00 AM,4,4,179,19,4,3,1,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 06,02Post,7/21/2016 8:50:10 AM,,,,,,,,,,,,,4,6,6,12,BRANNFORS; HAMBY; ANDERSON; McCLURE,McCLURE,,,,,True,
PIEN 06,02Post,7/21/2016 8:50:10 AM,-2147483648,1,287,4,1,0,0,PIEN,,,,,,,,,,,,,,,,
PIEN 06,02Post,7/21/2016 8:50:10 AM,-2147483647,2,182,19,1,1,1,PIEN,R OF POTR @15';  R OF POTR @ 32',,,,,,,,,,,,,,,
PIEN 06,02Post,7/21/2016 8:50:10 AM,-2147483646,3,357,19,2,2,1,PIEN,,,,,,,,,,,,,,,,
PIEN 06,02Post,7/21/2016 8:50:10 AM,-2147483645,4,179,19,8,1,2,PIEN,,,,,,,,,,,,,,,,
PIEN 06,02Year1,8/22/2017 11:08:16 AM,,,,,,,,,,,,,4,6,6,12,BRANNFORS,McClure,,,,,True,
PIEN 06,02Year1,8/22/2017 11:08:16 AM,-2147483648,1,287,4,2,0,1,PIEN,Cross Q4-Q1 tape @ 7.7m; L of twin POTR pole snags @ 44',,,,,,,,,,,,,,,
PIEN 06,02Year1,8/22/2017 11:08:16 AM,-2147483647,2,182,19,2,1,1,PIEN,L of POTRs @ 8'; R of POTR @15';  R of POTR @ 32',,,,,,,,,,,,,,,
PIEN 06,02Year1,8/22/2017 11:08:16 AM,-2147483646,3,357,19,2,1,3,PIEN,btwn POTRs @ 41',,,,,,,,,,,,,,,
PIEN 06,02Year1,8/22/2017 11:08:16 AM,-2147483645,4,179,19,6,2,2,PIEN,btwn POTRs @ 9'; btwn POTRs @ 20'; L of POTRs @ 27',,,,,,,,,,,,,,,
PIEN 06,02Year2,7/9/2018 2:15:08 PM,,,,,,,,,,,,,4,6,6,12,MARSHALL; VAUGHAN,DANG,,,,,True,
PIEN 06,02Year2,7/9/2018 2:15:08 PM,-2147483648,1,287,4,0,0,1,PIEN,Cross Q4-Q1 tape @ 7.7m; L of twin POTR pole snags @ 44',,,,,,,,,,,,,,,
PIEN 06,02Year2,7/9/2018 2:15:08 PM,-2147483647,2,182,19,1,1,1,PIEN,L of POTRs @ 8'; R of POTR @15'; ,,,,,,,,,,,,,,,
PIEN 06,02Year2,7/9/2018 2:15:08 PM,-2147483646,3,357,19,1,2,2,PIEN,btwn POTRs @ 41',,,,,,,,,,,,,,,
PIEN 06,02Year2,7/9/2018 2:15:08 PM,-2147483645,4,179,19,16,2,1,PIEN,R of POTRs @ 9'; L of POTRs @ 20';,,,,,,,,,,,,,,,
PIEN 06,02Year5,7/26/2021 6:51:12 PM,,,,,,,,,,,,,4,6,6,12,Cierley; Engbring,Lakin,,,,,True,
PIEN 06,02Year5,7/26/2021 6:51:12 PM,1,1,287,4,6,1,0,PIEN,Cross Q4-Q1 tape @ 7.7 m; L of twin POTR pole snags @ 44',,,,,,,,,,,,,,,
PIEN 06,02Year5,7/26/2021 6:51:12 PM,2,2,182,19,5,8,0,PIEN,L of POTRs @ 8'; R of POTR @15',,,,,,,,,,,,,,,
PIEN 06,02Year5,7/26/2021 6:51:12 PM,3,3,357,19,5,7,4,PIEN,btwn POTRs @ 41',,,,,,,,,,,,,,,
PIEN 06,02Year5,7/26/2021 6:51:12 PM,4,4,179,19,1,2,4,PIEN,R of POTRs @ 9'; L of POTRs @ 20',,,,,,,,,,,,,,,
PIEN 15,01Post,10/20/2004 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 15,01Post,10/20/2004 12:00:00 AM,1,1,199,5,0,1,0,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 15,01Post,10/20/2004 12:00:00 AM,2,2,174,4,0,0,0,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 15,01Post,10/20/2004 12:00:00 AM,3,3,287,4,3,0,1,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 15,01Post,10/20/2004 12:00:00 AM,4,4,218,19,2,0,1,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 15,01Year1,8/24/2005 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 15,01Year1,8/24/2005 12:00:00 AM,1,1,199,5,2,2,4,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 15,01Year1,8/24/2005 12:00:00 AM,2,2,174,4,4,0,3,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 15,01Year1,8/24/2005 12:00:00 AM,3,3,287,4,10,0,2,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 15,01Year1,8/24/2005 12:00:00 AM,4,4,218,19,4,0,0,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 15,01Year10,9/22/2014 9:48:23 AM,,,,,,,,,,,,,4,6,6,12,,Brannfors; Smith,,,,,True,
PIEN 15,01Year10,9/22/2014 9:48:23 AM,-2147483648,1,199,5,3,3,1,PIEN,L of stump #33 @ 15',,,,,,,,,,,,,,,
PIEN 15,01Year10,9/22/2014 9:48:23 AM,-2147483647,2,174,4,1,1,2,PIEN,R of ABLA snag @ 36',,,,,,,,,,,,,,,
PIEN 15,01Year10,9/22/2014 9:48:23 AM,-2147483646,3,287,4,14,4,4,PIEN,L of Stump @ 35',,,,,,,,,,,,,,,
PIEN 15,01Year10,9/22/2014 9:48:23 AM,-2147483645,4,218,19,56,6,1,PIEN,aim approx 10' L of tall POTR snag,,,,,,,,,,,,,,,
PIEN 15,01Year2,8/15/2006 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 15,01Year2,8/15/2006 12:00:00 AM,1,1,199,5,3,2,2,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 15,01Year2,8/15/2006 12:00:00 AM,2,2,174,4,1,2,0,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 15,01Year2,8/15/2006 12:00:00 AM,3,3,287,4,6,3,1,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 15,01Year2,8/15/2006 12:00:00 AM,4,4,218,19,7,6,0,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 15,01Year20,8/5/2024 1:19:35 PM,,,,,,,,,,,,,4,6,6,12,Tumicki; Gilmore,Westfahl,,,,,True,
PIEN 15,01Year20,8/5/2024 1:19:35 PM,1,1,199,5,30,2,0,PIEN,L of stump #33 @ 15'; 1B is 1m in from Q4-Q1 line @22m,,,,,,,,,,,,,,,
PIEN 15,01Year20,8/5/2024 1:19:35 PM,2,2,174,4,2,1,2,PIEN,R of ABLA snag @ 36',,,,,,,,,,,,,,,
PIEN 15,01Year20,8/5/2024 1:19:35 PM,3,3,287,4,12,4,2,PIEN,L of blackened stump @ 35',,,,,,,,,,,,,,,
PIEN 15,01Year20,8/5/2024 1:19:35 PM,4,4,218,19,33,8,2,PIEN,Across Q1-Q2 line @ 7m,,,,,,,,,,,,,,,
PIEN 15,01Year5,7/14/2009 10:00:08 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 15,01Year5,7/14/2009 10:00:08 AM,-2147483648,1,199,5,8,1,1,PIEN,,,,,,,,,,,,,,,,
PIEN 15,01Year5,7/14/2009 10:00:08 AM,-2147483647,2,174,4,0,0,2,PIEN,,,,,,,,,,,,,,,,
PIEN 15,01Year5,7/14/2009 10:00:08 AM,-2147483646,3,287,4,10,6,4,PIEN,,,,,,,,,,,,,,,,
PIEN 15,01Year5,7/14/2009 10:00:08 AM,-2147483645,4,218,19,15,2,2,PIEN,,,,,,,,,,,,,,,,
PIEN 15,Pre,9/3/2002 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 15,Pre,9/3/2002 12:00:00 AM,1,1,199,5,53,14,4,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 15,Pre,9/3/2002 12:00:00 AM,2,2,174,4,59,19,1,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 15,Pre,9/3/2002 12:00:00 AM,3,3,287,4,7,4,1,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 15,Pre,9/3/2002 12:00:00 AM,4,4,218,19,16,7,4,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 11,01Year10,6/27/2013 4:05:09 PM,,,,,,,,,,,,,4,6,6,12,Byrne; Peach,Milich/Byrne; Peach,,,,,True,
PIEN 11,01Year10,6/27/2013 4:05:09 PM,-2147483648,1,110,5,3,6,0,PIEN,R of PIEN @ 18'; L of large DD log,,,,,,,,,,,,,,,
PIEN 11,01Year10,6/27/2013 4:05:09 PM,-2147483647,2,300,30,29,12,0,PIEN,L of dead POTRs @ 33'; R of dead PIEN @ 17',,,,,,,,,,,,,,,
PIEN 11,01Year10,6/27/2013 4:05:09 PM,-2147483646,3,48,6,16,9,1,PIEN,R of POTR tag #60 @ 33'; L of dead PIEN @ 27',,,,,,,,,,,,,,,
PIEN 11,01Year10,6/27/2013 4:05:09 PM,-2147483645,4,175,37,57,5,5,PIEN,4A is offset to 40.6; R of PIEN@ 44' (*Beefalo path),,,,,,,,,,,,,,,
PIEN 11,01Year5,8/27/2008 10:39:29 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 11,01Year5,8/27/2008 10:39:29 AM,-2147483648,1,110,5,3,5,3,PIEN,,,,,,,,,,,,,,,,
PIEN 11,01Year5,8/27/2008 10:39:29 AM,-2147483647,2,300,30,22,13,2,PIEN,,,,,,,,,,,,,,,,
PIEN 11,01Year5,8/27/2008 10:39:29 AM,-2147483646,3,48,6,28,8,1,PIEN,,,,,,,,,,,,,,,,
PIEN 11,01Year5,8/27/2008 10:39:29 AM,-2147483645,4,175,37,6,2,0,PIEN,,,,,,,,,,,,,,,,
PIEN 11,02Post,11/17/2017 3:50:21 PM,,,,,,,,,,,,,4,6,6,12,Ali; Peach,McClure,Beefalo,,,,True,
PIEN 11,02Post,11/17/2017 3:50:21 PM,-2147483648,1,110,5,2,6,2,PIEN,R of PIEN @ 18'; L of large DD log,,,,,,,,,,,,,,,
PIEN 11,02Post,11/17/2017 3:50:21 PM,-2147483647,2,300,30,0,0,0,PIEN,L of dead POTRs @ 33'; R of dead PIEN @ 17',,,,,,,,,,,,,,,
PIEN 11,02Post,11/17/2017 3:50:21 PM,-2147483646,3,48,6,0,0,0,PIEN,R of POTR tag #60 @ 33'; L of dead PIEN @ 27',,,,,,,,,,,,,,,
PIEN 11,02Post,11/17/2017 3:50:21 PM,-2147483645,4,175,37,0,0,0,PIEN,4A is offset to 40.6; R of PIEN@ 44' (*Beefalo path),,,,,,,,,,,,,,,
PIEN 11,02Year1,7/31/2018 11:32:19 AM,,,,,,,,,,,,,4,6,6,12,DANG,McClure,Beefalo,,,,True,
PIEN 11,02Year1,7/31/2018 11:32:19 AM,-2147483648,1,110,5,3,6,3,PIEN,R of PIEN @ 18'; L of large DD log,,,,,,,,,,,,,,,
PIEN 11,02Year1,7/31/2018 11:32:19 AM,-2147483647,2,300,30,2,0,0,PIEN,,,,,,,,,,,,,,,,
PIEN 11,02Year1,7/31/2018 11:32:19 AM,-2147483646,3,48,6,0,0,0,PIEN,R of POTR tag #60 @ 33'; between baby POTRs @ 44',,,,,,,,,,,,,,,
PIEN 11,02Year1,7/31/2018 11:32:19 AM,-2147483645,4,175,37,0,0,0,PIEN,4A is offset to 40.6; R of PIEN@ 44' (*Beefalo path),,,,,,,,,,,,,,,
PIEN 11,02Year2,8/27/2019 4:15:14 PM,,,,,,,,,,,,,4,6,6,12,BRANNFORS; RIOS,RIOS,Beefalo,,,,True,
PIEN 11,02Year2,8/27/2019 4:15:14 PM,-2147483648,1,110,5,4,4,0,PIEN,R of PIEN @18'. L of large DD log. Rebar 75' away,,,,,,,,,,,,,,,
PIEN 11,02Year2,8/27/2019 4:15:14 PM,-2147483647,2,300,30,1,0,0,PIEN,Toward tree 39; Rebar 5 ft below 39's base; in ferns,,,,,,,,,,,,,,,
PIEN 11,02Year2,8/27/2019 4:15:14 PM,-2147483646,3,48,6,1,0,0,PIEN,R of POTR tag #60 @33'; between baby POTRs @ 44'.,,,,,,,,,,,,,,,
PIEN 11,02Year2,8/27/2019 4:15:14 PM,-2147483645,4,175,37,3,0,0,PIEN,4A is offset to 40.6; R of PIEN @ 44'  (*Beefalo path),,,,,,,,,,,,,,,
PIEN 11,02Year5,8/11/2022 7:44:46 PM,,,,,,,,,,,,,4,6,6,12,Brannfors; Humphrey,Brannfors,Beefalo,,,,True,
PIEN 11,02Year5,8/11/2022 7:44:46 PM,1,1,110,5,17,6,2,PIEN,R of POTR @.5'; R of PIEN @18'; L of dead pole @ 35',,,,,,,,,,,,,,,
PIEN 11,02Year5,8/11/2022 7:44:46 PM,2,2,300,30,1,1,0,PIEN,Toward tree #39; Rebar 5 ft below #39's base; in ferns,,,,,,,,,,,,,,,
PIEN 11,02Year5,8/11/2022 7:44:46 PM,3,3,48,6,2,2,1,PIEN,R of POTR tag #60 @ 33'; L of baby POTRs @ 44',,,,,,,,,,,,,,,
PIEN 11,02Year5,8/11/2022 7:44:46 PM,4,4,175,37,9,5,0,PIEN,4A is offset to 40.6; L of 4k'd POTR @36'; Btwn POTR's @ 50'  (*Beefalo path),,,,,,,,,,,,,,,
PIEN 11,Pre,9/16/2001 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIEN 11,Pre,9/16/2001 12:00:00 AM,1,1,110,5,16,8,1,PIEN,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIEN 11,Pre,9/16/2001 12:00:00 AM,2,2,300,30,10,7,1,PIEN,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIEN 11,Pre,9/16/2001 12:00:00 AM,3,3,48,6,14,4,2,PIEN,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIEN 11,Pre,9/16/2001 12:00:00 AM,4,4,175,37,19,7,1,PIEN,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIEN 10,01Post,11/17/2017 2:44:07 PM,,,,,,,,,,,,,4,6,6,12,Brannfors; Page,McClure,,,,,True,
PIEN 10,01Post,11/17/2017 2:44:07 PM,-2147483648,1,350,6,55,9,2,PIEN,Next to Q4; L of PIEN @ 45',,,,,,,,,,,,,,,
PIEN 10,01Post,11/17/2017 2:44:07 PM,-2147483647,2,42,1,15,2,1,PIEN,L of small POTR @ 2'; 1m L of P1,,,,,,,,,,,,,,,
PIEN 10,01Post,11/17/2017 2:44:07 PM,-2147483646,3,272,19,27,6,1,PIEN,R of PIEN @ 4.5',,,,,,,,,,,,,,,
PIEN 10,01Post,11/17/2017 2:44:07 PM,-2147483645,4,232,8,30,6,3,PIEN,R of PIEN #128 @ 20'; L of PIEN #27 @ 25'; L of POTR @ 43',,,,,,,,,,,,,,,
PIEN 10,01Year1,7/23/2018 11:15:48 AM,,,,,,,,,,,,,4,6,6,12,DANG;  MURDOCH,MURDOCH,,,,,True,
PIEN 10,01Year1,7/23/2018 11:15:48 AM,-2147483648,1,350,6,21,6,0,PIEN,Next to Q4; L of PIEN @ 45',,,,,,,,,,,,,,,
PIEN 10,01Year1,7/23/2018 11:15:48 AM,-2147483647,2,42,1,18,1,3,PIEN,L of small POTR @ 2'; 1m L of P1,,,,,,,,,,,,,,,
PIEN 10,01Year1,7/23/2018 11:15:48 AM,-2147483646,3,272,19,6,2,1,PIEN,R of PIEN @ 4.5',,,,,,,,,,,,,,,
