MacroPlot.Name,Monitoring.Status,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIPN 10,02Year1,7/26/2006 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,DENU,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,,,,,,,,,,,,,ALI; KOEHLER,KOEHLER,,,,,,True,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483648,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483647,L,,,,,,,,,,,,,,,,,TRXX,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483646,L,,,,,,,,,,,,,,,,,SISC,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483645,L,,,,,,,,,,,,,,,,,AMUT,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483644,L,,,,,,,,,,,,,,,,,MARE,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483643,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483642,L,,,,,,,,,,,,,,,,,TOEX,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483641,L,,,,,,,,,,,,,,,,,ARCA,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483640,L,,,,,,,,,,,,,,,,,ERXX,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483639,L,,,,,,,,,,,,,,,,,FRAT,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483638,L,,,,,,,,,,,,,,,,,AGGL,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483637,L,,,,,,,,,,,,,,,,,PELI,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483636,L,,,,,,,,,,,,,,,,,CEFE,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483635,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483634,L,,,,,,,,,,,,,,,,,HYFI,,
PIPN 10,02Year10,6/11/2015 3:55:10 PM,-2147483633,L,,,,,,,,,,,,,,,,,LUXX,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX2,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TRXX,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POTR,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MARE,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ARCA,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PECE,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEEA,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TOEX,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MAXX,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRTE,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BXXX,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PSMO,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LEPY,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,15,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERCO,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,16,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,17,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ACMI,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,,,,,,,,,,,,,,,,,,,,True,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483648,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483647,L,,,,,,,,,,,,,,,,,TRXX,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483646,L,,,,,,,,,,,,,,,,,ERCO,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483645,L,,,,,,,,,,,,,,,,,LUXX,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483644,L,,,,,,,,,,,,,,,,,MARE,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483643,L,,,,,,,,,,,,,,,,,AMUT,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483642,L,,,,,,,,,,,,,,,,,ARTR,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483641,L,,,,,,,,,,,,,,,,,HYFI,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483640,L,,,,,,,,,,,,,,,,,AGGL,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483639,L,,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483638,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483637,L,,,,,,,,,,,,,,,,,DENU,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483636,L,,,,,,,,,,,,,,,,,GADI,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483635,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483634,L,,,,,,,,,,,,,,,,,PAMU,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,-2147483633,L,,,,,,,,,,,,,,,,,FRAT,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,,,,,,,,,,,,,RIOS;  RONSANI,,,,,,,True,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483648,L,,,,,,,,,,,,,,,,,LUXX,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483646,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483645,L,,,,,,,,,,,,,,,,,BXXX,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483644,L,,,,,,,,,,,,,,,,,AMUT,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483643,L,,,,,TRIFOLIUM,,,,,,,,,,,,TRXX,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483642,L,,,,,,,,,,,,,,,,,CANU,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483641,L,,,,,,,,,,,,,,,,,KOMA,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483640,L,,,,,,,,,,,,,,,,,CEFE,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483639,L,,,,,,,,,,,,,,,,,ARCA,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483638,L,,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483637,L,,,,,,,,,,,,,,,,,CHXX,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483636,L,,,,,,,,,,,,,,,,,RIXX,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483635,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483634,L,,,,,,,,,,,,,,,,,MARE,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483633,L,,,,,,,,,,,,,,,,,HYFI,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483632,L,,,,,,,,,,,,,,,,,SOXX-A,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483631,L,,,,,,,,,,,,,,,,,AGGL,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483630,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483629,L,,,,,,,,,,,,,,,,,TOEX,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483628,L,,,,,,,,,,,,,,,,,ERXX-A,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483627,L,,,,,,,,,,,,,,,,,EPBR,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,,,,,,,,,,,,,KNAUF; LAKIN,LALOR,,,,,,True,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483648,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483647,L,,,,,,,,,,,,,,,,,CANU,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483646,L,,,,,,,,,,,,,,,,,HYFI,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483645,L,,,,,,,,,,,,,,,,,AMUT,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483644,L,,,,,,,,,,,,,,,,,PODO,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483643,L,,,,,,,,,,,,,,,,,TRGY,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483642,L,,,,,,,,,,,,,,,,,BOGR,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483641,L,,,,,,,,,,,,,,,,,ERXX,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483640,L,,,,,,,,,,,,,,,,,MARE,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483639,L,,,,,,,,,,,,,,,,,SISC,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483638,L,,,,,,,,,,,,,,,,,DEXX,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483637,L,,,,,,,,,,,,,,,,,AGGL,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483636,L,,,,,,,,,,,,,,,,,CEFE,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483635,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483634,L,,,,,,,,,,,,,,,,,ARCA,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,,,,,,,,,,,,,Brannfors; Tumicki ,Christensen,,,,,,True,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,1,L,,,,,,,,,,,,,,,,,TRXX,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,2,L,,,,,,,,,,,,,,,,,SISC,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,3,L,,,,,,,,,,,,,,,,,DICA,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,4,L,,,,,,,,,,,,,,,,,HYFI,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,5,L,,,,,,,,,,,,,,,,,AMUT,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,6,L,,,,,,,,,,,,,,,,,TECA,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,7,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,8,L,,,,,,,,,,,,,,,,,ARCA,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,9,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,10,L,,,,,,,,,,,,,,,,,LUXX,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPN 10,Pre,9/22/1998 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOVE,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HYFI,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GXXX,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MARE,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BXXX,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AXXX,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CANU,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERXX,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ACMI,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AGXX3,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POXX3,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CEFE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOUT,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ROWO,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POFE,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CAXX3,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PHEG,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POXX3,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CRXX2,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SYXX,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GARA,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,RIXX,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOUT,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ROWO,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SEXX,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AXXX2,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CEFE,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,RUID,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PSME,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOUT,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ROWO,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POFE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,,,,,,,,,,,,,,,,,,,,True,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483648,L,,,,,,,,,,,,,,,,,PHEG,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483647,L,,,,,,,,,,,,,,,,,GADI,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483646,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483645,L,,,,,,,,,,,,,,,,,PAMU,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483644,L,,,,,,,,,,,,,,,,,SOXX,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483643,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483642,L,,,,,,,,,,,,,,,,,POFE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483641,L,,,,,,,,,,,,,,,,,PODO,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483640,L,,,,,,,,,,,,,,,,,ANPA,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483639,L,,,,,,,,,,,,,,,,,CIXX,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,,,,,,,,,,,,,COFFEE,Brannfors,,,,,,True,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483648,L,,,,,,,,,,,,,,,,,ROWO,,
