MacroPlot.Name,Monitoring.Status,Date,Index,Transect,Subbelt,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumSubbelt,TranLen,TranWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIPN 10,02Year2,8/28/2007 12:00:00 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,1,1,6,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,ERNA,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,2,2,1,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ERNA,,
PIPN 10,02Year2,8/28/2007 12:00:00 AM,3,2,8,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ERNA,,
PIPN 10,02Year5,6/17/2010 9:21:17 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,,,,,,,,,,,,,,2,10,50,2,100,RIOS; RONSANI,,,,,,,True,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483648,1,6,L,,M,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483647,1,8,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483646,2,8,L,,I,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483645,2,3,L,,I,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,03Year1,7/29/2019 10:18:19 AM,-2147483644,2,1,L,,I,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,,,,,,,,,,,,,,2,,50,2,100,KNAUF; LAKIN,LALOR,,,,,,True,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483648,2,1,L,,M,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,03Year2,7/17/2020 11:36:53 AM,-2147483647,1,6,L,,M,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,,,,,,,,,,,,,,2,,50,2,100,Brannfors; Tumicki ,Christensen,,,,,,True,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,1,2,1,L,,M,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,2,2,3,L,,M,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,3,2,6,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 10,03Year5,7/12/2023 1:46:54 PM,4,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIPN 10,Pre,9/22/1998 12:00:00 AM,1,1,2,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,AMUT,,
PIPN 10,Pre,9/22/1998 12:00:00 AM,2,1,8,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ERNA,,
PIPN 01,01Post,10/20/1992 12:00:00 AM,,,,,,,,,,,,,,1,,50,2,100,,,,,,,,True,
PIPN 01,01Year1,10/8/1993 12:00:00 AM,,,,,,,,,,,,,,1,,50,2,100,,,,,,,,True,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,1,1,9,L,,M,2,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,2,1,10,L,,M,8,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,3,1,10,L,,I,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,4,2,1,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,5,2,1,L,,M,13,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,6,2,2,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,7,2,2,L,,M,13,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,8,2,3,D,,M,3,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,9,2,3,L,,I,4,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,10,2,3,L,,M,26,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,11,2,4,L,,M,11,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,12,2,4,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,13,2,5,D,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,14,2,5,L,,M,13,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,15,2,5,L,,I,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,16,2,5,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,RUID,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,17,2,8,L,,M,9,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year10,6/24/2002 12:00:00 AM,18,2,8,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,,,,,,,,,,,,,,1,,50,2,100,,,,,,,,True,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,1,1,6,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,2,1,8,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,3,1,9,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,4,1,10,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIPN 01,01Year2,7/14/1994 12:00:00 AM,5,1,10,L,,M,5,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,,,,,,,,,,,,,,1,,50,2,100,,,,,,,,True,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,1,1,8,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,2,1,9,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,3,1,10,L,,I,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,01Year5,7/9/1997 12:00:00 AM,4,1,10,L,,M,8,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIPN 01,02Post,11/13/2007 12:00:00 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483648,1,6,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483647,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483646,2,1,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483645,2,2,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483644,2,3,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483643,2,3,L,,I,10,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483642,2,4,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483641,2,4,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483640,2,5,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year1,7/17/2008 4:14:24 PM,-2147483639,2,5,L,,I,7,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,,,,,,,,,,,,,,2,,50,2,100,TALBERT,Brannfors,,,,,,True,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483648,1,5,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483647,1,7,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483646,1,10,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483645,1,10,L,,M,9,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483644,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483643,2,8,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483642,2,8,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483641,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483640,2,5,L,,M,11,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483639,2,5,L,,I,8,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483638,2,4,L,,I,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483637,2,4,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483636,2,3,L,,M,43,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483635,2,3,L,,I,14,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483634,2,2,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483633,2,2,L,,M,16,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483632,2,1,L,,M,19,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year10,8/4/2017 12:46:45 PM,-2147483631,2,1,L,,I,6,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483648,1,6,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483647,1,6,L,,R,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483646,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483645,1,9,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483644,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483643,1,10,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483642,1,10,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483640,2,1,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483639,2,1,L,,I,6,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483638,2,1,L,,M,15,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483637,2,2,L,,I,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483636,2,2,L,,M,9,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483635,2,3,L,,I,10,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483634,2,3,L,,M,26,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483633,2,4,L,,M,11,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483632,2,5,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483631,2,5,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483630,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year2,9/2/2009 2:57:44 PM,-2147483629,2,8,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483648,1,5,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483647,1,6,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483646,1,8,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483645,1,9,L,,M,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483644,1,9,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483643,1,10,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483642,1,10,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483641,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483640,2,8,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483639,2,8,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483638,2,5,L,,M,11,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483637,2,5,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483636,2,4,L,,M,14,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483635,2,4,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483634,2,3,L,,M,24,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483633,2,3,L,,I,9,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483632,2,2,L,,M,12,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483631,2,2,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,02Year5,7/30/2012 1:57:12 PM,-2147483630,2,1,L,,M,11,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,,,,,,,,,,,,,,2,,50,2,100,LALOR; LAKIN,LAKIN,,,,,,True,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483648,2,1,L,,M,12,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483647,2,1,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483646,2,2,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483645,2,2,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483644,2,3,L,,M,33,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483643,2,3,L,,I,7,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483642,2,4,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483641,2,4,L,,I,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483640,2,5,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483639,2,5,L,,I,6,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483638,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483637,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483636,2,8,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483635,1,10,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483634,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483633,1,10,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,03Year1,8/18/2020 11:38:00 AM,-2147483632,1,6,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,03Year2,7/14/2021 8:36:53 PM,,,,,,,,,,,,,,2,,50,2,100,Brannfors,Lakin,,,,,,True,
PIPN 01,03Year2,7/14/2021 8:36:53 PM,1,1,6,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,03Year2,7/14/2021 8:36:53 PM,2,1,8,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year2,7/14/2021 8:36:53 PM,3,1,9,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year2,7/14/2021 8:36:53 PM,4,1,9,L,,M,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,03Year2,7/14/2021 8:36:53 PM,5,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 01,03Year2,7/14/2021 8:36:53 PM,6,1,10,L,,M,12,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 01,Pre,7/6/1992 12:00:00 AM,,,,,,,,,,,,,,1,,50,2,100,,,,,,,,True,
PIPN 13,01Post,10/20/2001 12:00:00 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIPN 13,01Post,10/20/2001 12:00:00 AM,1,1,2,D,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ERNA,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,2,1,3,D,,M,3,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ERNA,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,3,1,3,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ESVI,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,4,1,4,D,,M,3,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ERNA,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,5,1,4,L,,M,4,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ERNA,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,6,1,4,L,,M,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,CHDE,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,7,1,4,L,,M,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ESVI,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,8,1,6,D,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,PUST,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,9,1,7,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,CHDE,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,10,1,7,D,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,PUST,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,11,1,8,D,,M,7,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,CHDE,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,12,1,8,L,,M,10,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,CHDE,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,13,1,9,L,,I,3,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ARTR,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,14,1,9,D,,M,3,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,PUST,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,15,1,9,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,PUST,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,16,1,9,D,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,ESVI,,
PIPN 13,01Post,10/20/2001 12:00:00 AM,17,1,9,D,,M,4,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,RONE,,
