MacroPlot.Name,Monitoring.Status,Date,Index,Transect,Subbelt,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumSubbelt,TranLen,TranWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIAB 20,01Year5,8/23/2006 12:00:00 AM,8,1,6,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,9,1,7,L,,I,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,RONE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,10,1,7,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,RONE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,11,1,8,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,SARA,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,12,1,8,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,RONE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,13,2,1,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,RONE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,14,2,2,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,SARA,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,15,2,2,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,RONE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,16,2,4,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,SARA,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,17,2,4,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,RONE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,18,2,5,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,RONE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,19,2,6,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,RONE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,20,2,6,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,RONE,,
PIAB 20,01Year5,8/23/2006 12:00:00 AM,21,2,7,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483648,1,1,L,,I,5,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483647,1,1,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483646,1,1,D,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483645,1,1,L,,R,5,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483644,1,2,D,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483643,1,4,D,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483642,1,6,D,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483641,1,7,D,,M,7,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483640,1,8,D,,M,1,,1,,,,,,,,,,,,,,,,SARA,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483639,1,8,D,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483638,1,9,D,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483637,1,10,D,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483636,2,1,D,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483635,2,2,D,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483634,2,4,D,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Post,8/26/2009 2:54:09 PM,-2147483633,2,6,D,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483648,1,1,L,,I,20,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483646,1,3,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483645,1,4,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483644,1,4,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483643,1,5,L,,I,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483642,1,5,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483641,1,6,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483640,1,7,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483639,1,7,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483638,1,8,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483637,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,SARA,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483636,1,9,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483635,1,9,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483634,1,10,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483633,2,2,L,,I,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483632,2,4,L,,I,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483631,2,4,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483630,2,5,L,,I,4,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483629,2,6,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year1,7/12/2010 9:03:03 AM,-2147483628,2,9,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483648,1,1,L,,M,11,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483647,1,1,L,,I,5,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483646,1,2,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483645,1,3,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483644,1,4,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483643,1,5,L,,I,6,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483642,1,5,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483641,1,6,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483640,1,7,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483639,1,7,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483638,1,8,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483637,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483636,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,SARA,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483635,1,9,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483634,1,9,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483633,2,1,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483632,2,2,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483631,2,4,L,,I,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483630,2,4,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483629,2,6,L,,I,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year2,6/30/2011 1:24:41 PM,-2147483628,2,6,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,,,,,,,,,,,,,,2,,50,2,100,Brannfors,Ali,,,,,,True,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483648,1,1,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483647,1,3,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483646,1,3,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483645,1,4,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483644,1,4,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483643,1,5,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483642,1,6,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483641,1,6,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483640,1,6,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483639,1,7,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483638,1,8,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483637,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,SARA,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483636,1,9,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483635,1,10,L,,M,8,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483634,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483633,2,1,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483632,2,2,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483631,2,4,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483630,2,5,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483629,2,5,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483628,2,6,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483627,2,6,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483626,2,7,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483625,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483624,2,9,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,02Year5,8/12/2014 8:29:30 PM,-2147483623,2,10,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,,,,,,,,,,,,,,2,,50,2,100,DANG;BENSON,DANG,,,,,,True,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483648,1,1,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483647,1,2,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483646,1,2,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483645,1,3,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483644,1,3,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483643,1,4,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483642,1,4,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483641,1,5,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483640,1,5,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483639,1,6,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483638,1,7,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483637,1,7,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483636,1,8,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483635,1,8,L,,I,15,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483634,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,SARA,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483633,1,9,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483632,1,9,L,,I,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483631,1,10,L,,M,10,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483630,2,10,L,,M,11,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483629,2,10,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483628,2,9,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483627,2,9,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483626,2,8,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483625,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483624,2,8,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483623,2,7,L,,M,11,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483622,2,7,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483621,2,6,L,,M,7,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483620,2,6,L,,I,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483619,2,6,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483618,2,6,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483617,2,5,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483616,2,5,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483615,2,4,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483614,2,4,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483613,2,3,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483612,2,3,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483611,2,2,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483610,2,1,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year1,7/3/2018 3:12:57 PM,-2147483609,2,1,L,,I,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,,,,,,,,,,,,,,2,,50,2,100,BRANNFORS,RIOS,,,,,,True,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483648,1,1,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483647,1,1,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483646,1,2,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483645,1,2,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483644,1,3,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483643,1,3,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483642,1,4,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483641,1,4,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483640,1,5,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483639,1,5,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483638,1,6,L,,M,8,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483637,1,7,L,,M,7,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483636,1,7,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483635,1,8,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483634,1,8,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483633,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,SARA,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483632,1,9,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483631,1,9,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483630,1,10,L,,M,8,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483629,1,10,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483628,2,10,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483627,2,10,L,,I,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483626,2,10,L,,I,1,,1,,,,,,,,,,,,,,,,SARA,,
PIAB 20,03Year2,8/7/2019 12:00:00 PM,-2147483625,2,9,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
