MacroPlot.Name,Monitoring.Status,Date,Index,Transect,Subbelt,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumSubbelt,TranLen,TranWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIEN 04,01Year5,7/27/2022 6:00:52 PM,6,1,4,L,,I,4,,1,,,,,,,,,,,,,,,,RUID,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,7,1,9,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,8,1,9,L,,M,2,,1,,,,,,,,,,,,,,,,RUID,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,9,1,9,L,,I,4,,1,,,,,,,,,,,,,,,,RUID,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,10,1,10,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,11,2,9,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,12,2,9,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,13,2,8,L,,M,6,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,14,2,7,L,,M,3,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,15,2,7,L,,M,12,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,16,2,7,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,17,2,6,L,,M,6,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,18,2,6,L,,I,4,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,19,2,5,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,20,2,4,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,21,2,3,L,,M,27,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,22,2,2,L,,M,1,,1,,,,,,,,,,,,,,,,RUID,,
PIEN 04,01Year5,7/27/2022 6:00:52 PM,23,2,2,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIEN 04,PR01,7/20/1994 12:00:00 AM,,,,,,,,,,,,,,1,,50,2,100,,,,,,,,True,
PIEN 04,PR01,7/20/1994 12:00:00 AM,1,1,1,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR01,7/20/1994 12:00:00 AM,2,1,3,L,,M,4,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR01,7/20/1994 12:00:00 AM,3,1,4,L,,M,4,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR01,7/20/1994 12:00:00 AM,4,1,8,L,,M,2,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR01,7/20/1994 12:00:00 AM,5,1,9,L,,M,13,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR01,7/20/1994 12:00:00 AM,6,1,10,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIEN 04,PR02,10/23/2003 12:00:00 AM,1,1,1,L,,M,2,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,2,1,3,L,,I,2,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,3,1,3,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,4,1,4,L,,M,6,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,5,1,4,L,,I,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,6,1,8,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,7,1,9,L,,M,5,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,8,1,9,L,,I,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,9,1,10,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,10,2,1,L,,M,3,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,11,2,2,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,12,2,2,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,13,2,3,L,,I,16,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,14,2,3,L,,M,11,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,15,2,4,L,,M,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,16,2,4,L,,I,9,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,17,2,5,L,,I,7,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,18,2,5,L,,M,13,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,19,2,6,L,,M,5,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,20,2,6,L,,I,5,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,21,2,6,L,,M,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,22,2,6,L,,I,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,23,2,7,L,,I,12,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,24,2,7,L,,M,12,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,25,2,7,L,,M,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,26,2,7,L,,I,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,27,2,8,L,,M,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,28,2,8,L,,I,1,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR02,10/23/2003 12:00:00 AM,29,2,9,L,,M,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIEN 04,PR03,9/5/2007 12:00:00 AM,1,1,1,L,,M,6,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,2,1,3,L,,M,5,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,3,1,3,L,,I,2,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,4,1,4,L,,M,18,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,5,1,8,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,6,1,9,L,,M,16,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,7,1,10,L,,M,2,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,8,1,10,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,9,1,10,L,,I,2,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,10,2,1,L,,M,8,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,11,2,2,L,,M,5,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,12,2,2,L,,M,5,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,13,2,3,L,,M,23,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,14,2,4,L,,M,20,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,15,2,5,L,,M,17,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,16,2,6,L,,M,17,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,17,2,6,L,,M,12,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,18,2,7,L,,M,40,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,19,2,7,L,,M,10,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,20,2,8,L,,M,3,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,21,2,8,L,,M,5,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,22,2,9,L,,M,3,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,23,2,9,L,,M,8,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,JUCO,,
PIEN 04,PR03,9/5/2007 12:00:00 AM,24,2,10,L,,M,2,0,1,From FMH BELT 1061,,, shrbq3_ALL,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483648,1,1,L,,M,2,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483647,1,1,L,,I,1,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483646,1,3,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483645,1,4,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483644,1,4,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483643,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483642,1,9,L,,M,6,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483641,1,10,L,,M,2,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483640,2,9,L,,M,1,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483639,2,8,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483638,2,7,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483637,2,7,L,,I,9,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483636,2,7,L,,M,5,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483635,2,6,L,,M,4,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483634,2,6,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483633,2,6,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483632,2,5,L,,I,14,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483631,2,4,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483630,2,3,L,,M,17,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483629,2,3,L,,I,5,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483628,2,2,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483627,2,2,L,,M,1,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,PR04,9/26/2011 3:43:32 PM,-2147483626,2,1,L,,M,3,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,,,,,,,,,,,,,,2,,50,2,100,BRANNFORS; MURDOCH,McClure,,,,,,True,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483648,1,1,L,,M,2,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483647,1,3,L,,M,7,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483646,1,3,L,,I,4,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483645,1,4,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483644,1,4,L,,M,12,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483643,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483642,1,9,L,,M,7,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483641,1,10,L,,M,3,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483640,2,9,L,,I,6,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483639,2,9,L,,M,3,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483638,2,8,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483637,2,8,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483636,2,7,L,,I,5,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483635,2,7,L,,M,20,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483634,2,7,L,,M,4,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483633,2,6,L,,M,4,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483632,2,6,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483631,2,5,L,,M,6,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483630,2,5,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483629,2,4,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483628,2,3,L,,M,25,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483627,2,3,L,,I,5,,1,,,,,,,,,,,,,,,,MARE,,
PIEN 04,Pre,8/28/2017 10:25:10 AM,-2147483624,2,1,L,,M,3,,1,,,,,,,,,,,,,,,,JUCO,,
PIEN 06,01Post,7/23/2000 12:00:00 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,,,,,,,,,,,,,,2,,50,2,100,,,,,,,,True,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,1,1,4,L,,M,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,2,1,5,L,,I,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,3,1,5,L,,M,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,4,1,6,L,,M,8,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,5,1,6,L,,I,1,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,6,1,7,L,,M,6,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,7,1,8,L,,I,3,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,8,1,9,L,,I,4,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
PIEN 06,01Year1,9/1/2001 12:00:00 AM,9,1,9,L,,M,2,0,1,From FMH BELT 1061,,, shrbq4_ALL,,,,,,,,,,,,CEFE,,
