AdministrationUnit_Name,ProjectUnit_Name,MacroPlot_Name,Multi_PU,SampleEvent_Date,SampleEvent_LegacyMonitoringStatus,MonitoringStatus_Name,Protocols,Visited
"GRCA","ALL_FMH","PIAB 02","Y",9/15/2003,"","01Year5","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/15/2003,"","01Year5","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/15/2003,"","01Year5","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/15/2003,"","01Year5","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/29/2004,"","02Post","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/29/2004,"","02Post","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/29/2004,"","02Post","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/29/2004,"","02Post","Post Burn Severity","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/29/2004,"","02Post","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",7/23/2005,"","02Year1","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",7/23/2005,"","02Year1","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",7/23/2005,"","02Year1","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 02","Y",7/23/2005,"","02Year1","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",7/23/2005,"","02Year1","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",7/23/2005,"","02Year1","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/30/2006,"","02Year2","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/30/2006,"","02Year2","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/30/2006,"","02Year2","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/30/2006,"","02Year2","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/30/2006,"","02Year2","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/30/2006,"","02Year2","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/23/2009 2:57:13 PM,"","02Year5","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/23/2009 2:57:13 PM,"","02Year5","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/23/2009 2:57:13 PM,"","02Year5","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/23/2009 2:57:13 PM,"","02Year5","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/23/2009 2:57:13 PM,"","02Year5","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",6/23/2009 2:57:13 PM,"","02Year5","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/18/2014 1:35:24 PM,"02Year10","02Year10","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/18/2014 1:35:24 PM,"02Year10","02Year10","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/18/2014 1:35:24 PM,"02Year10","02Year10","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/18/2014 1:35:24 PM,"02Year10","02Year10","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/18/2014 1:35:24 PM,"02Year10","02Year10","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",9/18/2014 1:35:24 PM,"02Year10","02Year10","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",8/1/2024 3:20:27 PM,"","02Year20","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",8/1/2024 3:20:27 PM,"","02Year20","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",8/1/2024 3:20:27 PM,"","02Year20","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",8/1/2024 3:20:27 PM,"","02Year20","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 02","Y",8/1/2024 3:20:27 PM,"","02Year20","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 02","Y",8/1/2024 3:20:27 PM,"","02Year20","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/22/1993,"","PR01","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/22/1993,"","PR01","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/22/1993,"","PR01","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/22/1993,"","PR01","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/22/1993,"","PR01","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/4/1999,"","Pre","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/4/1999,"","Pre","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/4/1999,"","Pre","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/4/1999,"","Pre","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/4/1999,"","Pre","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/4/1999,"","Pre","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/9/2000,"","01Post","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/9/2000,"","01Post","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/9/2000,"","01Post","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/9/2000,"","01Post","Post Burn Severity","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/9/2000,"","01Post","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/19/2001,"","01Year1","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/19/2001,"","01Year1","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/19/2001,"","01Year1","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/19/2001,"","01Year1","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/19/2001,"","01Year1","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/19/2001,"","01Year1","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/5/2002,"","01Year2","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/5/2002,"","01Year2","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/5/2002,"","01Year2","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/5/2002,"","01Year2","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/5/2002,"","01Year2","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/5/2002,"","01Year2","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2005,"","01Year5","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2005,"","01Year5","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2005,"","01Year5","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2005,"","01Year5","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2005,"","01Year5","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2005,"","01Year5","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/23/2010 10:15:14 AM,"","01Year10","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/23/2010 10:15:14 AM,"","01Year10","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/23/2010 10:15:14 AM,"","01Year10","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/23/2010 10:15:14 AM,"","01Year10","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/23/2010 10:15:14 AM,"","01Year10","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",6/23/2010 10:15:14 AM,"","01Year10","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/22/2016 8:43:55 AM,"","02Post","Post Burn Severity","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/22/2016 8:43:55 AM,"","02Post","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",7/22/2016 8:43:55 AM,"","02Post","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2017 3:02:49 PM,"","02Year1","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2017 3:02:49 PM,"","02Year1","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2017 3:02:49 PM,"","02Year1","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2017 3:02:49 PM,"","02Year1","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2017 3:02:49 PM,"","02Year1","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/29/2017 3:02:49 PM,"","02Year1","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/13/2018 9:35:17 AM,"","02Year2","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/13/2018 9:35:17 AM,"","02Year2","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/13/2018 9:35:17 AM,"","02Year2","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/13/2018 9:35:17 AM,"","02Year2","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/13/2018 9:35:17 AM,"","02Year2","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/13/2018 9:35:17 AM,"","02Year2","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/5/2021 2:13:07 PM,"","02Year5","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/5/2021 2:13:07 PM,"","02Year5","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/5/2021 2:13:07 PM,"","02Year5","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/5/2021 2:13:07 PM,"","02Year5","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/5/2021 2:13:07 PM,"","02Year5","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 03","Y",8/5/2021 2:13:07 PM,"","02Year5","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/1993,"","PR01","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/1993,"","PR01","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/1993,"","PR01","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/1993,"","PR01","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/1993,"","PR01","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/22/1999,"","Pre","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/22/1999,"","Pre","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/22/1999,"","Pre","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/22/1999,"","Pre","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/22/1999,"","Pre","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/22/1999,"","Pre","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/9/2000,"","01Post","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/9/2000,"","01Post","Post Burn Severity","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/9/2000,"","01Post","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/9/2000,"","01Post","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/9/2000,"","01Post","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/19/2001,"","01Year1","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/19/2001,"","01Year1","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/19/2001,"","01Year1","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/19/2001,"","01Year1","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/19/2001,"","01Year1","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/19/2001,"","01Year1","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/3/2002,"","01Year2","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/3/2002,"","01Year2","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/3/2002,"","01Year2","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/3/2002,"","01Year2","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/3/2002,"","01Year2","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/3/2002,"","01Year2","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",9/7/2005,"","01Year5","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",9/7/2005,"","01Year5","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",9/7/2005,"","01Year5","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",9/7/2005,"","01Year5","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",9/7/2005,"","01Year5","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",9/7/2005,"","01Year5","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/2010 1:14:27 PM,"","01Year10","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/2010 1:14:27 PM,"","01Year10","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/2010 1:14:27 PM,"","01Year10","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/2010 1:14:27 PM,"","01Year10","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/2010 1:14:27 PM,"","01Year10","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",6/22/2010 1:14:27 PM,"","01Year10","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/25/2016 8:46:54 AM,"","02Post","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/25/2016 8:46:54 AM,"","02Post","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",7/25/2016 8:46:54 AM,"","02Post","Post Burn Severity","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/30/2017 3:55:41 PM,"","02Year1","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/30/2017 3:55:41 PM,"","02Year1","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/30/2017 3:55:41 PM,"","02Year1","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/30/2017 3:55:41 PM,"","02Year1","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/30/2017 3:55:41 PM,"","02Year1","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/30/2017 3:55:41 PM,"","02Year1","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/14/2018 9:49:24 AM,"","02Year2","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/14/2018 9:49:24 AM,"","02Year2","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/14/2018 9:49:24 AM,"","02Year2","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/14/2018 9:49:24 AM,"","02Year2","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/14/2018 9:49:24 AM,"","02Year2","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",8/14/2018 9:49:24 AM,"","02Year2","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",10/6/2021 12:17:28 PM,"","02Year5","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",10/6/2021 12:17:28 PM,"","02Year5","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",10/6/2021 12:17:28 PM,"","02Year5","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",10/6/2021 12:17:28 PM,"","02Year5","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 04","Y",10/6/2021 12:17:28 PM,"","02Year5","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 04","Y",10/6/2021 12:17:28 PM,"","02Year5","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",6/26/1993,"","PR01","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",6/26/1993,"","PR01","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",6/26/1993,"","PR01","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 05","Y",6/26/1993,"","PR01","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",6/26/1993,"","PR01","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/8/1999,"","Pre","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/8/1999,"","Pre","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/8/1999,"","Pre","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/8/1999,"","Pre","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/8/1999,"","Pre","Cover - Points (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/8/1999,"","Pre","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",7/9/2000,"","01Post","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",7/9/2000,"","01Post","Trees - Individuals (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",7/9/2000,"","01Post","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 05","Y",7/9/2000,"","01Post","Post Burn Severity","Y"
"GRCA","ALL_FMH","PIAB 05","Y",7/9/2000,"","01Post","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/3/2001,"","01Year1","Density - Quadrats (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/3/2001,"","01Year1","Cover - Species Composition (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/3/2001,"","01Year1","Surface Fuels","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/3/2001,"","01Year1","Density - Belts (metric)","Y"
"GRCA","ALL_FMH","PIAB 05","Y",8/3/2001,"","01Year1","Cover - Points (metric)","Y"
