MacroPlot.Name,Date,Index,Transect,Subbelt,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumSubbelt,TranLen,TranWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIPN 08,9/10/2024 3:01:35 PM,1,1,10,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,2,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,3,1,10,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,4,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,5,1,9,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,6,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,7,1,7,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,8,1,7,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,9,1,7,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,10,1,7,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,11,1,7,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,12,1,7,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,13,1,6,L,,M,8,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,14,1,6,L,,I,3,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,15,1,6,L,,M,5,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,16,1,6,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,17,1,6,L,,M,7,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,18,1,6,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,19,1,5,L,,M,9,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,20,1,5,L,,I,4,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,21,1,5,L,,M,10,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,22,1,5,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,23,1,4,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,24,1,4,L,,I,6,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,25,1,3,L,,M,6,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,26,1,3,L,,I,10,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,27,1,2,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,28,1,2,L,,I,9,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,29,1,2,L,,M,12,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,30,1,2,L,,I,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,31,1,1,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,32,1,1,L,,I,6,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,33,1,1,L,,M,14,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,34,1,1,L,,I,7,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,35,2,8,L,,M,43,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,36,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,37,2,7,L,,M,18,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,38,2,7,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,39,2,6,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,40,2,6,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,41,2,5,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,42,2,5,L,,M,13,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,43,2,5,L,,M,111,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,44,2,5,L,,I,6,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,45,2,4,L,,M,4,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,46,2,4,L,,M,35,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,47,2,4,L,,M,10,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,48,2,3,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,49,2,3,L,,M,84,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,50,2,3,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,51,2,3,L,,I,1,,1,,,,,,,,,,,,,,,,PUST,,
PIPN 08,9/10/2024 3:01:35 PM,52,2,2,L,,M,9,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 08,9/10/2024 3:01:35 PM,53,2,2,L,,M,25,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,54,2,2,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 08,9/10/2024 3:01:35 PM,55,2,1,L,,M,55,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 08,9/10/2024 3:01:35 PM,56,2,1,L,,M,22,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 02,6/5/2024 1:14:48 PM,,,,,,,,,,,,,,2,,50,2,100,Lalor; Brannfors,Tumicki,,,,,,True,
PIPN 02,6/5/2024 1:14:48 PM,1,1,1,L,,M,10,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,2,1,1,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,3,1,2,L,,M,6,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,4,1,3,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,5,1,4,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,6,1,4,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,7,1,5,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,8,1,5,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,9,1,6,L,,M,7,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,10,1,6,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,11,1,9,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,12,2,10,L,,M,7,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,13,2,10,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,14,2,9,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,15,2,9,L,,M,5,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,16,2,8,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,17,2,8,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,18,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,ROWO,,
PIPN 02,6/5/2024 1:14:48 PM,19,2,8,L,,I,1,,1,,,,,,,,,,,,,,,,ROWO,,
PIPN 02,6/5/2024 1:14:48 PM,20,2,7,L,,M,9,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,21,2,7,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,22,2,6,L,,M,9,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,23,2,6,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,24,2,6,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 02,6/5/2024 1:14:48 PM,25,2,4,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 02,6/5/2024 1:14:48 PM,26,2,4,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 20,9/10/2024 3:04:26 PM,,,,,,,,,,,,,,2,,50,2,100,Brannfors,Gilmore,,,,,,True,
PIPN 20,9/10/2024 3:04:26 PM,1,1,3,L,,M,8,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,2,1,4,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,3,1,5,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,4,1,6,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,5,1,6,L,,M,49,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 20,9/10/2024 3:04:26 PM,6,1,6,L,,I,8,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 20,9/10/2024 3:04:26 PM,7,1,7,L,,M,7,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,8,1,7,L,,M,11,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 20,9/10/2024 3:04:26 PM,9,1,7,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 20,9/10/2024 3:04:26 PM,10,1,7,L,,M,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIPN 20,9/10/2024 3:04:26 PM,11,1,8,L,,M,10,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,12,1,8,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 20,9/10/2024 3:04:26 PM,13,1,9,L,,M,11,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,14,1,10,L,,M,8,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,15,2,6,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 20,9/10/2024 3:04:26 PM,16,2,5,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 16,8/15/2024 3:10:25 PM,,,,,,,,,,,,,,2,,50,2,100,Gilmore,Gilmore,,,,,,True,
PIPN 16,8/15/2024 3:10:25 PM,1,1,5,L,,M,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,2,1,5,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,3,1,6,L,,M,10,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,4,1,6,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,5,1,2,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,6,1,2,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,7,1,3,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,8,1,3,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,9,1,4,L,,M,14,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,10,1,4,L,,I,10,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,11,1,5,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,12,1,5,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,13,1,6,L,,M,6,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,14,1,6,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,15,1,7,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,16,1,7,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 16,8/15/2024 3:10:25 PM,17,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,,,,,,,,,,,,,,2,,50,2,100,Brannfors,Gilmore,,,,,,True,
PIPN 18,8/14/2024 3:12:51 PM,1,1,1,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 18,8/14/2024 3:12:51 PM,2,1,5,L,,M,19,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,3,1,5,L,,I,6,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,4,1,7,L,,M,12,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,5,1,7,L,,I,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,6,1,8,L,,M,56,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,7,1,8,L,,I,26,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,8,1,8,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 18,8/14/2024 3:12:51 PM,9,1,9,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,10,1,9,L,,I,12,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,11,1,9,L,,M,5,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 18,8/14/2024 3:12:51 PM,12,1,9,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 18,8/14/2024 3:12:51 PM,13,1,9,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 18,8/14/2024 3:12:51 PM,14,1,10,L,,M,18,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,15,1,10,L,,I,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,16,1,10,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 18,8/14/2024 3:12:51 PM,17,1,10,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIPN 18,8/14/2024 3:12:51 PM,18,1,10,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 18,8/14/2024 3:12:51 PM,19,2,10,L,,M,7,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,20,2,10,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 18,8/14/2024 3:12:51 PM,21,2,9,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 18,8/14/2024 3:12:51 PM,22,2,8,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 18,8/14/2024 3:12:51 PM,23,2,7,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,,,,,,,,,,,,,,2,,50,2,100,Tumicki,Brannfors,,,,,,True,
PIPN 09,8/20/2024 3:07:39 PM,1,1,2,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,2,1,3,L,,M,19,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,3,1,4,L,,M,30,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,4,1,4,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,5,1,4,L,,M,6,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,6,1,5,L,,M,18,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,7,1,5,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,8,1,5,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,9,1,6,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,10,1,7,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,11,1,7,L,,M,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,12,1,8,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,13,1,9,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,14,1,10,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,15,1,10,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,16,2,10,L,,M,8,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,17,2,9,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,18,2,8,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,19,2,8,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,20,2,7,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,21,2,7,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,22,2,6,L,,M,34,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,23,2,6,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 09,8/20/2024 3:07:39 PM,24,2,5,L,,M,12,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,25,2,4,L,,M,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,26,2,3,L,,M,8,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 09,8/20/2024 3:07:39 PM,27,2,2,L,,M,7,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,,,,,,,,,,,,,,2,,50,2,100,Westfahl,Gilmore,,,,,,True,
PIPN 22,8/15/2024 3:16:02 PM,1,1,1,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,2,1,1,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 22,8/15/2024 3:16:02 PM,3,1,3,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,4,1,3,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 22,8/15/2024 3:16:02 PM,5,1,4,L,,M,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,6,1,5,L,,M,22,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,7,1,5,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 22,8/15/2024 3:16:02 PM,8,1,6,L,,M,12,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,9,1,6,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,10,1,6,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 22,8/15/2024 3:16:02 PM,11,1,7,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,12,1,10,L,,M,34,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,13,1,10,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,14,1,10,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIPN 22,8/15/2024 3:16:02 PM,15,2,1,L,,M,19,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,16,2,1,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIPN 22,8/15/2024 3:16:02 PM,17,2,2,L,,M,57,,1,,,,,,,,,,,,,,,,MARE,,
