MacroPlot.Name,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIAB 06,9/4/2024 2:52:07 PM,18,L,,,,,,,,,,,,,,,,,ELEL,,
PIAB 06,9/4/2024 2:52:07 PM,19,L,,,,,,,,,,,,,,,,,DICA,,
PIAB 06,9/4/2024 2:52:07 PM,20,L,,,,,,,,,,,,,,,,,LASE,,
PIAB 06,9/4/2024 2:52:07 PM,21,L,,,,,pictures on Madison's phone,,,,,,,,,,,,ERXX-A,,
PIAB 06,9/4/2024 2:52:07 PM,22,L,,,,,,,,,,,,,,,,,PHEG,,
PIAB 06,9/4/2024 2:52:07 PM,23,L,,,,,,,,,,,,,,,,,ASXX,,
PIAB 06,9/4/2024 2:52:07 PM,24,L,,,,,,,,,,,,,,,,,CEFE,,
PIAB 25,8/6/2024 11:02:09 AM,,,,,,,,,,,,,Gilmore; Brannfors,Gilmore,,,,,,True,
PIAB 25,8/6/2024 11:02:09 AM,1,L,,,,,,,,,,,,,,,,,PECE,,
PIAB 25,8/6/2024 11:02:09 AM,2,L,,,,,,,,,,,,,,,,,PAMU,,
PIAB 25,8/6/2024 11:02:09 AM,3,L,,,,,,,,,,,,,,,,,ERRA,,
PIAB 25,8/6/2024 11:02:09 AM,4,L,,,,,,,,,,,,,,,,,LOUT,,
PIAB 25,8/6/2024 11:02:09 AM,5,L,,,,,,,,,,,,,,,,,VETH,,
PIAB 25,8/6/2024 11:02:09 AM,6,L,,,,,,,,,,,,,,,,,COCA,,
PIAB 25,8/6/2024 11:02:09 AM,7,L,,,,,,,,,,,,,,,,,DICA,,
PIAB 25,8/6/2024 11:02:09 AM,8,L,,,,,,,,,,,,,,,,,AGSC,,
PIAB 25,8/6/2024 11:02:09 AM,9,L,,,,,,,,,,,,,,,,,FRVI,,
PIAB 25,8/6/2024 11:02:09 AM,10,L,,,,,,,,,,,,,,,,,ERXX,,
PIAB 25,8/6/2024 11:02:09 AM,11,L,,,,,,,,,,,,,,,,,LASC,,
PIAB 25,8/6/2024 11:02:09 AM,12,L,,,,,,,,,,,,,,,,,CIVU,,
PIAB 25,8/6/2024 11:02:09 AM,13,L,,,,,,,,,,,,,,,,,ERXX-A,,
PIAB 25,8/6/2024 11:02:09 AM,14,L,,,,,,,,,,,,,,,,,ARLA,,
PIAB 25,8/6/2024 11:02:09 AM,15,L,,,,,,,,,,,,,,,,,CHAN,,
PIAB 25,8/6/2024 11:02:09 AM,16,L,,,,,,,,,,,,,,,,,BRGR,,
PIAB 25,8/6/2024 11:02:09 AM,17,L,,,,,,,,,,,,,,,,,ANPA,,
PIAB 25,8/6/2024 11:02:09 AM,18,L,,,,,,,,,,,,,,,,,CIXX,,
PIAB 25,8/6/2024 11:02:09 AM,19,L,,,,,,,,,,,,,,,,,PYPI,,
PIAB 25,8/6/2024 11:02:09 AM,20,L,,,,,,,,,,,,,,,,,PODO,,
PIAB 25,8/6/2024 11:02:09 AM,21,L,,,,,,,,,,,,,,,,,PEBA,,
PIAB 25,8/6/2024 11:02:09 AM,22,L,,,,,,,,,,,,,,,,,EPBR,,
PIAB 25,8/6/2024 11:02:09 AM,23,L,,,,,,,,,,,,,,,,,DRAS,,
PIAB 24,9/9/2024 2:56:42 PM,,,,,,,,,,,,,Tumicki; Brannfors ,Tumicki,,,,,,True,
PIAB 24,9/9/2024 2:56:42 PM,1,L,,,,,,,,,,,,,,,,,MUMO,,
PIAB 24,9/9/2024 2:56:42 PM,2,L,,,,,,,,,,,,,,,,,PAMU,,
PIAB 24,9/9/2024 2:56:42 PM,3,L,,,,,,,,,,,,,,,,,SISC,,
PIAB 24,9/9/2024 2:56:42 PM,4,L,,,,,,,,,,,,,,,,,BRTE,,
PIAB 24,9/9/2024 2:56:42 PM,5,L,,,,,,,,,,,,,,,,,ERRA,,
PIAB 24,9/9/2024 2:56:42 PM,6,L,,,,,,,,,,,,,,,,,POTR,,
PIAB 24,9/9/2024 2:56:42 PM,7,L,,,,,,,,,,,,,,,,,HEVI,,
PIAB 24,9/9/2024 2:56:42 PM,8,L,,,,,,,,,,,,,,,,,SOXX-A,,
PIAB 24,9/9/2024 2:56:42 PM,9,L,,,,,,,,,,,,,,,,,BRGR,,
PIAB 24,9/9/2024 2:56:42 PM,10,L,,,,,,,,,,,,,,,,,ARLA,,
PIAB 24,9/9/2024 2:56:42 PM,11,L,,,,,,,,,,,,,,,,,ELTR,,
PIAB 24,9/9/2024 2:56:42 PM,12,L,,,,,,,,,,,,,,,,,ASXX,,
PIAB 24,9/9/2024 2:56:42 PM,13,L,,,,,,,,,,,,,,,,,ERXX-B,,
PIAB 24,9/9/2024 2:56:42 PM,14,L,,,,,,,,,,,,,,,,,PEVI,,
PIAB 24,9/9/2024 2:56:42 PM,15,L,,,,,,,,,,,,,,,,,TRDU,,
PIAB 24,9/9/2024 2:56:42 PM,16,L,,,,,,,,,,,,,,,,,POPR,,
PIAB 24,9/9/2024 2:56:42 PM,17,L,,,,,,,,,,,,,,,,,CHXX,,
PIAB 24,9/9/2024 2:56:42 PM,18,L,,,,,,,,,,,,,,,,,GADI,,
PIAB 07,8/6/2024 10:12:36 AM,,,,,,,,,,,,,Tumicki; You-Mak,Gilmore,,,,,,True,
PIAB 07,8/6/2024 10:12:36 AM,1,L,,,,,,,,,,,,,,,,,TAOF,,
PIAB 07,8/6/2024 10:12:36 AM,2,L,,,,,,,,,,,,,,,,,DICA,,
PIAB 07,8/6/2024 10:12:36 AM,3,L,,,,,,,,,,,,,,,,,EPBR,,
PIAB 07,8/6/2024 10:12:36 AM,4,L,,,,,,,,,,,,,,,,,ANMA,,
PIAB 07,8/6/2024 10:12:36 AM,5,L,,,,,,,,,,,,,,,,,ANPA,,
PIAB 07,8/6/2024 10:12:36 AM,6,L,,,,,,,,,,,,,,,,,BRFR,,
PIAB 07,8/6/2024 10:12:36 AM,7,L,,,,,,,,,,,,,,,,,ERXX,,
PIAB 07,8/6/2024 10:12:36 AM,8,L,,,,,,,,,,,,,,,,,CAXX2,,
PIAB 07,8/6/2024 10:12:36 AM,9,L,,,,,,,,,,,,,,,,,CIXX,,
PIAB 07,8/6/2024 10:12:36 AM,10,L,,,,,,,,,,,,,,,,,POTR,,
PIAB 07,8/6/2024 10:12:36 AM,11,L,,,,,,,,,,,,,,,,,GADI,,
PIAB 07,8/6/2024 10:12:36 AM,12,L,,,,,,,,,,,,,,,,,LOUT,,
PIAB 07,8/6/2024 10:12:36 AM,13,L,,,,,,,,,,,,,,,,,ARLA,,
PIAB 07,8/6/2024 10:12:36 AM,14,L,,,,,,,,,,,,,,,,,MUMO,,
PIAB 07,8/6/2024 10:12:36 AM,15,L,,,,,,,,,,,,,,,,,PHEG,,
PIAB 07,8/6/2024 10:12:36 AM,16,L,,,,,,,,,,,,,,,,,PODO,,
PIAB 07,8/6/2024 10:12:36 AM,17,L,,,,,,,,,,,,,,,,,GNEX,,
PIAB 07,8/6/2024 10:12:36 AM,18,L,,,,,,,,,,,,,,,,,SCLI,,
PIAB 07,8/6/2024 10:12:36 AM,19,L,,,,,,,,,,,,,,,,,ACNE,,
PIAB 07,8/6/2024 10:12:36 AM,20,L,,,,,,,,,,,,,,,,,HEVI,,
PIAB 07,8/6/2024 10:12:36 AM,21,L,,,,,,,,,,,,,,,,,HEMU,,
PIAB 07,8/6/2024 10:12:36 AM,22,L,,,,,,,,,,,,,,,,,HIFE,,
PIAB 07,8/6/2024 10:12:36 AM,23,L,,,,,,,,,,,,,,,,,AGSC,,
