MacroPlot.Name,Date,Index,Transect,Slope,LogNum,Dia,DecayCl,CWDFuConSt,Comment,UV1,UV2,UV3,NumTran,TranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,X
PIPN 22,8/15/2024 3:16:02 PM,,,,,,,,,,,,4,50,Lalor,Brannfors,,,,,True,
PIPN 22,8/15/2024 3:16:02 PM,1,4,1,1,3.5,3,PIPN,,,,,,,,,,,,,,
PIPN 22,8/15/2024 3:16:02 PM,2,4,1,2,9.5,3,PIPN,,,,,,,,,,,,,,
PIPN 15,8/13/2024 3:09:06 PM,,,,,,,,,,,,4,50,Lalor; Gilmore,Gilmore,,,,,True,
PIPN 15,8/13/2024 3:09:06 PM,1,1,30,1,13,4,PIPN,,,,,,,,,,,,,,
PIPN 15,8/13/2024 3:09:06 PM,2,1,30,2,12,3,PIPN,,,,,,,,,,,,,,
PIPN 15,8/13/2024 3:09:06 PM,3,1,30,3,10,3,PIPN,,,,,,,,,,,,,,
PIPN 19,8/14/2024 3:13:57 PM,,,,,,,,,,,,4,50,Brannfors; Gilmore,Gilmore,,,,,True,
PIPN 19,8/14/2024 3:13:57 PM,1,1,3,1,3.5,3,PIPN,,,,,,,,,,,,,,
PIPN 19,8/14/2024 3:13:57 PM,2,2,1,2,3,4,PIPN,,,,,,,,,,,,,,
PIPN 19,8/14/2024 3:13:57 PM,3,3,1,3,8,3,PIPN,,,,,,,,,,,,,,
PIPN 19,8/14/2024 3:13:57 PM,4,3,1,4,4,4,PIPN,,,,,,,,,,,,,,
PIPN 19,8/14/2024 3:13:57 PM,5,4,1,5,6.5,4,PIPN,,,,,,,,,,,,,,
PIPN 17,8/14/2024 3:11:36 PM,,,,,,,,,,,,4,50,Gilmore; Westfahl,Gilmore,,,,,True,
PIPN 17,8/14/2024 3:11:36 PM,1,1,4,1,9.5,4,PIPN,,,,,,,,,,,,,,
PIPN 17,8/14/2024 3:11:36 PM,2,1,4,2,3.5,3,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,,,,,,,,,,,,4,50,Brannfors; Westfahl,Gilmore,,,,,True,
PIPN 21,8/13/2024 3:15:01 PM,1,1,7,1,3.5,4,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,2,1,7,2,4,3,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,3,1,7,3,4.5,3,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,4,1,7,4,25,4,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,5,2,7,5,10,3,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,6,2,7,6,6.5,3,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,7,2,7,7,5.5,3,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,8,3,25,8,19.5,4,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,9,4,20,9,14,3,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,10,4,20,10,11,4,PIPN,,,,,,,,,,,,,,
PIPN 21,8/13/2024 3:15:01 PM,11,4,20,11,18,3,PIPN,,,,,,,,,,,,,,
PIPN 06,8/13/2024 3:05:45 PM,,,,,,,,,,,,4,50,Tumicki; Brannfors,Brannfors,,,,,True,
PIPN 06,8/13/2024 3:05:45 PM,1,1,3,1,12,3,PIPN,,,,,,,,,,,,,,
PIPN 06,8/13/2024 3:05:45 PM,2,2,3,2,3,3,PIPN,,,,,,,,,,,,,,
PIPN 06,8/13/2024 3:05:45 PM,3,3,3,3,6,3,PIPN,,,,,,,,,,,,,,
