MacroPlot.Name,Date,Index,Transect,Subbelt,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumSubbelt,TranLen,TranWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIAB 02,8/1/2024 3:20:27 PM,3,1,7,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 02,8/1/2024 3:20:27 PM,4,1,7,L,,M,5,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 02,8/1/2024 3:20:27 PM,5,1,8,L,,M,19,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 02,8/1/2024 3:20:27 PM,6,1,8,L,,I,17,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 02,8/1/2024 3:20:27 PM,7,1,9,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 02,8/1/2024 3:20:27 PM,8,1,10,L,,M,11,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 02,8/1/2024 3:20:27 PM,9,2,10,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 02,8/1/2024 3:20:27 PM,10,2,7,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 02,8/1/2024 3:20:27 PM,11,2,7,L,,I,5,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 02,8/1/2024 3:20:27 PM,12,2,6,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 02,8/1/2024 3:20:27 PM,13,2,5,L,,M,7,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 02,8/1/2024 3:20:27 PM,14,2,5,L,,I,9,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 02,8/1/2024 3:20:27 PM,15,2,4,L,,M,10,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 02,8/1/2024 3:20:27 PM,16,2,4,L,,I,18,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 02,8/1/2024 3:20:27 PM,17,2,1,L,,M,8,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 06,9/4/2024 2:52:07 PM,,,,,,,,,,,,,,2,,50,2,100,Gilmore; Tumicki ,Tumicki,,,,,,True,
PIAB 06,9/4/2024 2:52:07 PM,1,1,4,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 06,9/4/2024 2:52:07 PM,2,1,6,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,3,1,7,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,4,1,10,L,,M,18,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,5,2,1,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,6,2,1,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,7,2,2,L,,M,18,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,8,2,2,L,,I,6,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,9,2,4,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,10,2,4,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,11,2,5,L,,M,9,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,12,2,5,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,13,2,5,L,,M,1,,1,,,,,,,,,,,,,,,,ERNA,,
PIAB 06,9/4/2024 2:52:07 PM,14,2,8,L,,I,1,,1,,,,,,,,,,,,,,,,ROWO,,
PIAB 06,9/4/2024 2:52:07 PM,15,2,9,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,16,2,10,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,17,2,10,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 06,9/4/2024 2:52:07 PM,18,2,10,L,,M,10,,1,,,,,,,,,,,,,,,,PAMY,,
PIAB 06,9/4/2024 2:52:07 PM,19,2,10,L,,I,7,,1,,,,,,,,,,,,,,,,PAMY,,
PIAB 25,8/6/2024 11:02:09 AM,,,,,,,,,,,,,,2,,50,2,100,Tumicki,Gilmore,,,,,,True,
PIAB 25,8/6/2024 11:02:09 AM,1,1,1,L,,I,2,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 25,8/6/2024 11:02:09 AM,2,1,4,L,,M,2,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 25,8/6/2024 11:02:09 AM,3,1,4,L,,I,3,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 25,8/6/2024 11:02:09 AM,4,1,9,L,,M,4,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 25,8/6/2024 11:02:09 AM,5,1,9,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 25,8/6/2024 11:02:09 AM,6,1,10,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 25,8/6/2024 11:02:09 AM,7,2,6,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 25,8/6/2024 11:02:09 AM,8,2,4,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 25,8/6/2024 11:02:09 AM,9,2,3,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 25,8/6/2024 11:02:09 AM,10,2,3,L,,I,6,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 25,8/6/2024 11:02:09 AM,11,2,2,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 25,8/6/2024 11:02:09 AM,12,2,2,L,,I,15,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 25,8/6/2024 11:02:09 AM,13,2,2,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 24,9/9/2024 2:56:42 PM,,,,,,,,,,,,,,2,,50,2,100,Gilmore,Tumicki,,,,,,True,
PIAB 24,9/9/2024 2:56:42 PM,1,1,1,L,,M,8,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,2,1,1,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,3,1,1,L,,M,4,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,4,1,1,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,5,1,2,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,6,1,2,L,,I,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,7,1,2,L,,M,2,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,8,1,2,L,,I,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,9,1,3,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,10,1,3,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,11,1,4,L,,M,8,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,12,1,4,L,,I,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,13,1,5,L,,I,8,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,14,1,6,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,15,1,8,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,16,1,9,L,,M,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,17,1,9,L,,I,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,18,1,10,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,19,1,10,L,,I,5,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,20,2,10,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,21,2,10,L,,I,7,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,22,2,9,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,23,2,9,L,,I,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,24,2,8,L,,M,17,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,25,2,8,L,,I,11,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,26,2,8,L,,M,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,27,2,8,L,,I,1,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,28,2,7,L,,M,13,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,29,2,7,L,,I,13,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,30,2,7,L,,I,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,31,2,6,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,32,2,6,L,,I,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,33,2,5,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,34,2,5,L,,I,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,35,2,5,L,,M,35,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,36,2,5,L,,I,14,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,37,2,5,L,,M,4,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 24,9/9/2024 2:56:42 PM,38,2,5,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 24,9/9/2024 2:56:42 PM,39,2,5,L,,I,2,,1,,,,,,,,,,,,,,,,ARPU,,
PIAB 24,9/9/2024 2:56:42 PM,40,2,4,L,,M,20,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,41,2,4,L,,I,10,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,42,2,4,L,,M,4,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,43,2,4,L,,I,6,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,44,2,4,L,,M,4,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 24,9/9/2024 2:56:42 PM,45,2,4,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 24,9/9/2024 2:56:42 PM,46,2,3,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,47,2,3,L,,I,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,48,2,3,L,,M,27,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,49,2,3,L,,I,12,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,50,2,3,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 24,9/9/2024 2:56:42 PM,51,2,3,L,,I,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 24,9/9/2024 2:56:42 PM,52,2,2,L,,M,3,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,53,2,2,L,,I,6,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,54,2,2,L,,M,14,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,55,2,2,L,,I,5,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 24,9/9/2024 2:56:42 PM,56,2,2,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 24,9/9/2024 2:56:42 PM,57,2,1,L,,M,2,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,58,2,1,L,,I,9,,1,,,,,,,,,,,,,,,,RONE,,
PIAB 24,9/9/2024 2:56:42 PM,59,2,1,L,,M,9,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 24,9/9/2024 2:56:42 PM,60,2,1,L,,I,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,,,,,,,,,,,,,,2,,50,2,100,Lalor; You-Mak,Gilmore,,,,,,True,
PIAB 07,8/6/2024 10:12:36 AM,1,1,2,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,2,1,2,L,,I,14,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,3,1,2,L,,M,1,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 07,8/6/2024 10:12:36 AM,4,1,3,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,5,1,4,L,,M,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,6,1,4,L,,I,3,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,7,1,4,L,,M,3,,1,,,,,,,,,,,,,,,,MARE,,
PIAB 07,8/6/2024 10:12:36 AM,8,1,5,L,,M,21,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,9,1,5,L,,I,6,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,10,1,7,L,,M,15,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,11,1,7,L,,I,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,12,1,8,L,,M,6,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,13,1,9,L,,M,7,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,14,1,9,L,,I,10,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,15,1,10,L,,M,6,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,16,2,1,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,17,2,2,L,,M,4,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,18,2,2,L,,I,4,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,19,2,3,L,,M,2,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,20,2,9,L,,M,5,,1,,,,,,,,,,,,,,,,RUID,,
PIAB 07,8/6/2024 10:12:36 AM,21,2,9,L,,I,4,,1,,,,,,,,,,,,,,,,RUID,,
PIAB 07,8/6/2024 10:12:36 AM,22,2,10,L,,M,1,,1,,,,,,,,,,,,,,,,CEFE,,
PIAB 07,8/6/2024 10:12:36 AM,23,2,10,L,,M,5,,1,,,,,,,,,,,,,,,,RUID,,
PIAB 07,8/6/2024 10:12:36 AM,24,2,10,L,,I,10,,1,,,,,,,,,,,,,,,,RUID,,
