MacroPlot.Name,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIPN 13,9/11/2024 3:02:58 PM,5,L,,,,,,,,,,,,,,,,,PEBA,,
PIPN 13,9/11/2024 3:02:58 PM,6,L,,,,,,,,,,,,,,,,,HYFI,,
PIPN 13,9/11/2024 3:02:58 PM,7,L,,,,,,,,,,,,,,,,,ERXX,,
PIPN 13,9/11/2024 3:02:58 PM,8,L,,,,,,,,,,,,,,,,,COAU,,
PIPN 13,9/11/2024 3:02:58 PM,9,L,,,,,,,,,,,,,,,,,ESVI,,
PIPN 13,9/11/2024 3:02:58 PM,10,L,,,,,,,,,,,,,,,,,ARFE,,
PIPN 13,9/11/2024 3:02:58 PM,11,L,,,,,,,,,,,,,,,,,QUGA,,
PIPN 13,9/11/2024 3:02:58 PM,12,L,,,,,,,,,,,,,,,,,TOEX,,
PIPN 13,9/11/2024 3:02:58 PM,13,L,,,,,,,,,,,,,,,,,BRTE,,
PIPN 13,9/11/2024 3:02:58 PM,14,L,,,,,,,,,,,,,,,,,SOXX,,
PIPN 13,9/11/2024 3:02:58 PM,15,L,,,,,,,,,,,,,,,,,IPAG,,
PIPN 13,9/11/2024 3:02:58 PM,16,L,,,,,,,,,,,,,,,,,PAMU,,
PIPN 13,9/11/2024 3:02:58 PM,17,L,,,,,,,,,,,,,,,,,KOMA,,
PIPN 13,9/11/2024 3:02:58 PM,18,L,,,,,,,,,,,,,,,,,PUST,,
PIPN 13,9/11/2024 3:02:58 PM,19,L,,,,,,,,,,,,,,,,,ASAS,,
PIPN 13,9/11/2024 3:02:58 PM,20,L,,,,,,,,,,,,,,,,,HEVI,,
PIPN 13,9/11/2024 3:02:58 PM,21,L,,,,,,,,,,,,,,,,,DRAS,,
PIPN 13,9/11/2024 3:02:58 PM,22,L,,,,,,,,,,,,,,,,,CHXX,,
PIPN 13,9/11/2024 3:02:58 PM,23,L,,,,,,,,,,,,,,,,,LUXX,,
PIPN 13,9/11/2024 3:02:58 PM,24,L,,,,,,,,,,,,,,,,,PEPU,,
PIPN 13,9/11/2024 3:02:58 PM,25,L,,,,,,,,,,,,,,,,,SAAB,,
PIPN 08,9/10/2024 3:01:35 PM,,,,,,,,,,,,,Brannfors; Gilmore,Brannfors,,,,,,True,
PIPN 08,9/10/2024 3:01:35 PM,1,L,,,,,,,,,,,,,,,,,ARLA,,
PIPN 08,9/10/2024 3:01:35 PM,2,L,,,,,,,,,,,,,,,,,CIXX,,
PIPN 08,9/10/2024 3:01:35 PM,3,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 08,9/10/2024 3:01:35 PM,4,L,,,,,,,,,,,,,,,,,VETH,,
PIPN 08,9/10/2024 3:01:35 PM,5,L,,,,,,,,,,,,,,,,,HEVI,,
PIPN 08,9/10/2024 3:01:35 PM,6,L,,,,,,,,,,,,,,,,,ARCA,,
PIPN 08,9/10/2024 3:01:35 PM,7,L,,,,,,,,,,,,,,,,,LUXX,,
PIPN 08,9/10/2024 3:01:35 PM,8,L,,,,,,,,,,,,,,,,,BRFR,,
PIPN 08,9/10/2024 3:01:35 PM,9,L,,,,,,,,,,,,,,,,,BRGR,,
PIPN 08,9/10/2024 3:01:35 PM,10,L,,,,,,,,,,,,,,,,,QUGA,,
PIPN 08,9/10/2024 3:01:35 PM,11,L,,,,,,,,,,,,,,,,,COAU,,
PIPN 08,9/10/2024 3:01:35 PM,12,L,,,,,,,,,,,,,,,,,PODO,,
PIPN 08,9/10/2024 3:01:35 PM,13,L,,,,,,,,,,,,,,,,,CHXX,,
PIPN 02,6/5/2024 1:14:48 PM,,,,,,,,,,,,,Brannfors; Tumicki; Westfahl,Tumicki,,,,,,True,
PIPN 02,6/5/2024 1:14:48 PM,1,L,,,,,,,,,,,,,,,,,ARLA,,
PIPN 02,6/5/2024 1:14:48 PM,2,L,,,,,,,,,,,,,,,,,TAOF,,
PIPN 02,6/5/2024 1:14:48 PM,3,L,,,,,,,,,,,,,,,,,GADI,,
PIPN 02,6/5/2024 1:14:48 PM,4,L,,,,,,,,,,,,,,,,,ANMA2,,
PIPN 02,6/5/2024 1:14:48 PM,5,L,,,,,,,,,,,,,,,,,VETH,,
PIPN 02,6/5/2024 1:14:48 PM,6,L,,,,,,,,,,,,,,,,,PAMU,,
PIPN 02,6/5/2024 1:14:48 PM,7,L,,,,,,,,,,,,,,,,,PHEG,,
PIPN 02,6/5/2024 1:14:48 PM,8,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 02,6/5/2024 1:14:48 PM,9,L,,,,,,,,,,,,,,,,,POFE,,
PIPN 02,6/5/2024 1:14:48 PM,10,L,,,,,,,,,,,,,,,,,PYPI,,
PIPN 02,6/5/2024 1:14:48 PM,11,L,,,,,,,,,,,,,,,,,ANPA,,
PIPN 02,6/5/2024 1:14:48 PM,12,L,,,,,,,,,,,,,,,,,BRFR,,
PIPN 02,6/5/2024 1:14:48 PM,13,L,,,,,,,,,,,,,,,,,ROWO,,
PIPN 02,6/5/2024 1:14:48 PM,14,L,,,,,,,,,,,,,,,,,BRTE,,
PIPN 02,6/5/2024 1:14:48 PM,15,L,,,,,,,,,,,,,,,,,CIVU,,
PIPN 02,6/5/2024 1:14:48 PM,16,L,,,,,,,,,,,,,,,,,CHXX,,
PIPN 02,6/5/2024 1:14:48 PM,17,L,,,,,,,,,,,,,,,,,EPBR,,
PIPN 02,6/5/2024 1:14:48 PM,18,L,,,,,,,,,,,,,,,,,DICA,,
PIPN 20,9/10/2024 3:04:26 PM,,,,,,,,,,,,,Gilmore; Tumicki,Gilmore,,,,,,True,
PIPN 20,9/10/2024 3:04:26 PM,1,L,,,,,,,,,,,,,,,,,BOGR,,
PIPN 20,9/10/2024 3:04:26 PM,2,L,,,,,,,,,,,,,,,,,ANPA,,
PIPN 20,9/10/2024 3:04:26 PM,3,L,,,,,,,,,,,,,,,,,GNEX,,
PIPN 20,9/10/2024 3:04:26 PM,4,L,,,,,,,,,,,,,,,,,ERFL,,
PIPN 20,9/10/2024 3:04:26 PM,5,L,,,,,,,,,,,,,,,,,CHXX,,
PIPN 20,9/10/2024 3:04:26 PM,6,L,,,,,,,,,,,,,,,,,DRAS,,
PIPN 20,9/10/2024 3:04:26 PM,7,L,,,,,,,,,,,,,,,,,HIFE,,
PIPN 20,9/10/2024 3:04:26 PM,8,L,,,,,,,,,,,,,,,,,PAMU,,
PIPN 20,9/10/2024 3:04:26 PM,9,L,,,,,,,,,,,,,,,,,SISC,,
PIPN 20,9/10/2024 3:04:26 PM,10,L,,,,,,,,,,,,,,,,,DICA,,
PIPN 20,9/10/2024 3:04:26 PM,11,L,,,,,,,,,,,,,,,,,SOXX,,
PIPN 20,9/10/2024 3:04:26 PM,12,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 20,9/10/2024 3:04:26 PM,13,L,,,,,,,,,,,,,,,,,PODO,,
PIPN 20,9/10/2024 3:04:26 PM,14,L,,,,,,,,,,,,,,,,,ARTR,,
PIPN 16,8/15/2024 3:10:25 PM,,,,,,,,,,,,,Lalor; Westfahl,Gilmore,,,,,,True,
PIPN 16,8/15/2024 3:10:25 PM,1,L,,,,,,,,,,,,,,,,,FRVI,,
PIPN 16,8/15/2024 3:10:25 PM,2,L,,,,,,,,,,,,,,,,,ERXX,,
PIPN 16,8/15/2024 3:10:25 PM,3,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 16,8/15/2024 3:10:25 PM,4,L,,,,,,,,,,,,,,,,,GNEX,,
PIPN 16,8/15/2024 3:10:25 PM,5,L,,,,,,,,,,,,,,,,,VETH,,
PIPN 16,8/15/2024 3:10:25 PM,6,L,,,,,,,,,,,,,,,,,GECA,,
PIPN 16,8/15/2024 3:10:25 PM,7,L,,,,,,,,,,,,,,,,,TAOF,,
PIPN 16,8/15/2024 3:10:25 PM,8,L,,,,,,,,,,,,,,,,,PODO,,
PIPN 16,8/15/2024 3:10:25 PM,9,L,,,,,,,,,,,,,,,,,ARLA,,
PIPN 16,8/15/2024 3:10:25 PM,10,L,,,,,,,,,,,,,,,,,CIXX,,
PIPN 16,8/15/2024 3:10:25 PM,11,L,,,,,,,,,,,,,,,,,ANMA,,
PIPN 16,8/15/2024 3:10:25 PM,12,L,,,,,,,,,,,,,,,,,SOXX,,
PIPN 16,8/15/2024 3:10:25 PM,13,L,,,,,,,,,,,,,,,,,KOMA,,
PIPN 16,8/15/2024 3:10:25 PM,14,L,,,,,,,,,,,,,,,,,COCA,,
PIPN 16,8/15/2024 3:10:25 PM,15,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 16,8/15/2024 3:10:25 PM,16,L,,,,,,,,,,,,,,,,,CANU,,
PIPN 16,8/15/2024 3:10:25 PM,17,L,,,,,,,,,,,,,,,,,TRDU,,
PIPN 16,8/15/2024 3:10:25 PM,18,L,,,,,,,,,,,,,,,,,SISC,,
PIPN 16,8/15/2024 3:10:25 PM,19,L,,,,,,,,,,,,,,,,,PECE,,
PIPN 16,8/15/2024 3:10:25 PM,20,L,,,,,,,,,,,,,,,,,PSMO,,
PIPN 16,8/15/2024 3:10:25 PM,21,L,,,,,,,,,,,,,,,,,ERXX-A,,
PIPN 16,8/15/2024 3:10:25 PM,22,L,,,,,,,,,,,,,,,,,DRAS,,
PIPN 18,8/14/2024 3:12:51 PM,,,,,,,,,,,,,Gilmore; Westfahl,Gilmore,,,,,,True,
PIPN 18,8/14/2024 3:12:51 PM,1,L,,,,,,,,,,,,,,,,,PECE,,
PIPN 18,8/14/2024 3:12:51 PM,2,L,,,,,,,,,,,,,,,,,PAMU,,
PIPN 18,8/14/2024 3:12:51 PM,3,L,,,,,,,,,,,,,,,,,LIMU,,
PIPN 18,8/14/2024 3:12:51 PM,4,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 18,8/14/2024 3:12:51 PM,5,L,,,,,,,,,,,,,,,,,PSMO,,
PIPN 18,8/14/2024 3:12:51 PM,6,L,,,,,,,,,,,,,,,,,GNEX,,
PIPN 18,8/14/2024 3:12:51 PM,7,L,,,,,,,,,,,,,,,,,COCA,,
PIPN 18,8/14/2024 3:12:51 PM,8,L,,,,,,,,,,,,,,,,,TRDU,,
PIPN 18,8/14/2024 3:12:51 PM,9,L,,,,,,,,,,,,,,,,,ARLA,,
PIPN 09,8/20/2024 3:07:39 PM,,,,,,,,,,,,,Brannfors; Lalor,Brannfors,,,,,,True,
PIPN 09,8/20/2024 3:07:39 PM,1,L,,,,,,,,,,,,,,,,,HIFE,,
PIPN 09,8/20/2024 3:07:39 PM,2,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 09,8/20/2024 3:07:39 PM,3,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 09,8/20/2024 3:07:39 PM,4,L,,,,,,,,,,,,,,,,,PHEG,,
PIPN 09,8/20/2024 3:07:39 PM,5,L,,,,,,,,,,,,,,,,,PECE,,
PIPN 09,8/20/2024 3:07:39 PM,6,L,,,,,,,,,,,,,,,,,PSMO,,
PIPN 09,8/20/2024 3:07:39 PM,7,L,,,,,,,,,,,,,,,,,GNEX,,
PIPN 09,8/20/2024 3:07:39 PM,8,L,,,,,,,,,,,,,,,,,ERXX,,
PIPN 09,8/20/2024 3:07:39 PM,9,L,,,,,,,,,,,,,,,,,ROWO,,
PIPN 09,8/20/2024 3:07:39 PM,10,L,,,,,,,,,,,,,,,,,ASXX,,
PIPN 09,8/20/2024 3:07:39 PM,11,L,,,,,,,,,,,,,,,,,ANPA,,
PIPN 09,8/20/2024 3:07:39 PM,12,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 09,8/20/2024 3:07:39 PM,13,L,,,,,,,,,,,,,,,,,GADI,,
PIPN 09,8/20/2024 3:07:39 PM,14,L,,,,,,,,,,,,,,,,,BRTE,,
PIPN 09,8/20/2024 3:07:39 PM,15,L,,,,,,,,,,,,,,,,,POXX3,,
PIPN 09,8/20/2024 3:07:39 PM,16,L,,,,,,,,,,,,,,,,,LUXX,,
PIPN 09,8/20/2024 3:07:39 PM,17,L,,,,,,,,,,,,,,,,,SCLI,,
PIPN 09,8/20/2024 3:07:39 PM,18,L,,,,,,,,,,,,,,,,,GERI,,
PIPN 09,8/20/2024 3:07:39 PM,19,L,,,,,,,,,,,,,,,,,PODO,,
PIPN 09,8/20/2024 3:07:39 PM,20,L,,,,,,,,,,,,,,,,,ARLA,,
PIPN 22,8/15/2024 3:16:02 PM,,,,,,,,,,,,,Brannfors; Tumicki,Gilmore,,,,,,True,
PIPN 22,8/15/2024 3:16:02 PM,1,L,,,,,,,,,,,,,,,,,BRTE,,
PIPN 22,8/15/2024 3:16:02 PM,2,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 22,8/15/2024 3:16:02 PM,3,L,,,,,,,,,,,,,,,,,ANPA,,
PIPN 22,8/15/2024 3:16:02 PM,4,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 22,8/15/2024 3:16:02 PM,5,L,,,,,,,,,,,,,,,,,PSMO,,
PIPN 22,8/15/2024 3:16:02 PM,6,L,,,,,,,,,,,,,,,,,VETH,,
PIPN 22,8/15/2024 3:16:02 PM,7,L,,,,,,,,,,,,,,,,,ARLA,,
PIPN 22,8/15/2024 3:16:02 PM,8,L,,,,,,,,,,,,,,,,,HEMU,,
PIPN 22,8/15/2024 3:16:02 PM,9,L,,,,,,,,,,,,,,,,,ELEL,,
PIPN 22,8/15/2024 3:16:02 PM,10,L,,,,,,,,,,,,,,,,,PECE,,
PIPN 22,8/15/2024 3:16:02 PM,11,L,,,,,,,,,,,,,,,,,ERXX,,
PIPN 22,8/15/2024 3:16:02 PM,12,L,,,,,,,,,,,,,,,,,PHEG,,
PIPN 22,8/15/2024 3:16:02 PM,13,L,,,,,,,,,,,,,,,,,CIXX,,
PIPN 22,8/15/2024 3:16:02 PM,14,L,,,,,,,,,,,,,,,,,PAMU,,
PIPN 22,8/15/2024 3:16:02 PM,15,L,,,,,,,,,,,,,,,,,CHXX,,
PIPN 22,8/15/2024 3:16:02 PM,16,L,,,,,,,,,,,,,,,,,HIFE,,
PIPN 22,8/15/2024 3:16:02 PM,17,L,,,,,,,,,,,,,,,,,SOXX,,
PIPN 22,8/15/2024 3:16:02 PM,18,L,,,,,,,,,,,,,,,,,ANMA,,
PIPN 15,8/13/2024 3:09:06 PM,,,,,,,,,,,,,Brannfors; Tumicki,Gilmore,,,,,,True,
PIPN 15,8/13/2024 3:09:06 PM,1,L,,,,,,,,,,,,,,,,,CHXX,,
PIPN 15,8/13/2024 3:09:06 PM,2,L,,,,,,,,,,,,,,,,,ERXX,,
PIPN 15,8/13/2024 3:09:06 PM,3,L,,,,,,,,,,,,,,,,,BRFR,,
PIPN 15,8/13/2024 3:09:06 PM,4,L,,,,,,,,,,,,,,,,,VETH,,
PIPN 15,8/13/2024 3:09:06 PM,5,L,,,,,,,,,,,,,,,,,GADI,,
PIPN 15,8/13/2024 3:09:06 PM,6,L,,,,,,,,,,,,,,,,,HEMU,,
PIPN 15,8/13/2024 3:09:06 PM,7,L,,,,,,,,,,,,,,,,,TAOF,,
PIPN 15,8/13/2024 3:09:06 PM,8,L,,,,,,,,,,,,,,,,,COCA,,
PIPN 15,8/13/2024 3:09:06 PM,9,L,,,,,,,,,,,,,,,,,PAMU,,
PIPN 15,8/13/2024 3:09:06 PM,10,L,,,,,,,,,,,,,,,,,PHEG,,
PIPN 15,8/13/2024 3:09:06 PM,11,L,,,,,,,,,,,,,,,,,SOXX,,
PIPN 15,8/13/2024 3:09:06 PM,12,L,,,,,,,,,,,,,,,,,EPBR,,
PIPN 15,8/13/2024 3:09:06 PM,13,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 15,8/13/2024 3:09:06 PM,14,L,,,,,,,,,,,,,,,,,POTR,,
PIPN 15,8/13/2024 3:09:06 PM,15,L,,,,,,,,,,,,,,,,,PECE,,
PIPN 15,8/13/2024 3:09:06 PM,16,L,,,,,,,,,,,,,,,,,TRDU,,
PIPN 15,8/13/2024 3:09:06 PM,17,L,,,,,,,,,,,,,,,,,SISC,,
PIPN 15,8/13/2024 3:09:06 PM,18,L,,,,,,,,,,,,,,,,,ARLA,,
PIPN 19,8/14/2024 3:13:57 PM,,,,,,,,,,,,,Westfahl; Tumicki,Gilmore,,,,,,True,
PIPN 19,8/14/2024 3:13:57 PM,1,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 19,8/14/2024 3:13:57 PM,2,L,,,,,,,,,,,,,,,,,ERXX,,
PIPN 19,8/14/2024 3:13:57 PM,3,L,,,,,,,,,,,,,,,,,PECE,,
PIPN 19,8/14/2024 3:13:57 PM,4,L,,,,,,,,,,,,,,,,,PSMO,,
PIPN 19,8/14/2024 3:13:57 PM,5,L,,,,,,,,,,,,,,,,,PODO,,
PIPN 19,8/14/2024 3:13:57 PM,6,L,,,,,,,,,,,,,,,,,SOXX,,
PIPN 19,8/14/2024 3:13:57 PM,7,L,,,,,,,,,,,,,,,,,ELEL,,
PIPN 19,8/14/2024 3:13:57 PM,8,L,,,,,,,,,,,,,,,,,ERDI,,
PIPN 19,8/14/2024 3:13:57 PM,9,L,,,,,,,,,,,,,,,,,GADI,,
PIPN 17,8/14/2024 3:11:36 PM,,,,,,,,,,,,,Lalor; Brannfors,Gilmore,,,,,,True,
PIPN 17,8/14/2024 3:11:36 PM,1,L,,,,,,,,,,,,,,,,,VETH,,
PIPN 17,8/14/2024 3:11:36 PM,2,L,,,,,,,,,,,,,,,,,ERXX-A,,
PIPN 17,8/14/2024 3:11:36 PM,3,L,,,,,,,,,,,,,,,,,HEMU,,
PIPN 17,8/14/2024 3:11:36 PM,4,L,,,,,,,,,,,,,,,,,DICA,,
PIPN 17,8/14/2024 3:11:36 PM,5,L,,,,,,,,,,,,,,,,,EPBR,,
PIPN 17,8/14/2024 3:11:36 PM,6,L,,,,,,,,,,,,,,,,,BRTE,,
PIPN 17,8/14/2024 3:11:36 PM,7,L,,,,,,,,,,,,,,,,,TRDU,,
PIPN 17,8/14/2024 3:11:36 PM,8,L,,,,,,,,,,,,,,,,,SOXX,,
PIPN 17,8/14/2024 3:11:36 PM,9,L,,,,,,,,,,,,,,,,,CIXX,,
PIPN 17,8/14/2024 3:11:36 PM,10,L,,,,,,,,,,,,,,,,,PELI,,
PIPN 17,8/14/2024 3:11:36 PM,11,L,,,,,,,,,,,,,,,,,GNEX,,
PIPN 17,8/14/2024 3:11:36 PM,12,L,,,,,,,,,,,,,,,,,BXXX,,
PIPN 17,8/14/2024 3:11:36 PM,13,L,,,,,,,,,,,,,,,,,LUXX,,
PIPN 17,8/14/2024 3:11:36 PM,14,L,,,,,,,,,,,,,,,,,PODO,,
PIPN 17,8/14/2024 3:11:36 PM,15,L,,,,,,,,,,,,,,,,,COAU,,
PIPN 17,8/14/2024 3:11:36 PM,16,L,,,,,,,,,,,,,,,,,HYFI,,
PIPN 17,8/14/2024 3:11:36 PM,17,L,,,,,,,,,,,,,,,,,ARLA,,
PIPN 21,8/13/2024 3:15:01 PM,,,,,,,,,,,,,Gilmore; Lalor,Gilmore,,,,,,True,
PIPN 21,8/13/2024 3:15:01 PM,1,L,,,,,,,,,,,,,,,,,CHXX,,
PIPN 21,8/13/2024 3:15:01 PM,2,L,,,,,,,,,,,,,,,,,PHEG,,
PIPN 21,8/13/2024 3:15:01 PM,3,L,,,,,,,,,,,,,,,,,CEFE,,
PIPN 21,8/13/2024 3:15:01 PM,4,L,,,,,,,,,,,,,,,,,VETH,,
PIPN 21,8/13/2024 3:15:01 PM,5,L,,,,,,,,,,,,,,,,,PSMO,,
PIPN 21,8/13/2024 3:15:01 PM,6,L,,,,,,,,,,,,,,,,,SISC,,
PIPN 21,8/13/2024 3:15:01 PM,7,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 21,8/13/2024 3:15:01 PM,8,L,,,,,,,,,,,,,,,,,ERSP,,
PIPN 06,8/13/2024 3:05:45 PM,,,,,,,,,,,,,Lalor; Westfahl,Brannfors,,,,,,True,
PIPN 06,8/13/2024 3:05:45 PM,1,L,,,,,,,,,,,,,,,,,LOUT,,
PIPN 06,8/13/2024 3:05:45 PM,2,L,,,,,,,,,,,,,,,,,GNEX,,
PIPN 06,8/13/2024 3:05:45 PM,3,L,,,,,,,,,,,,,,,,,PSMO,,
PIPN 06,8/13/2024 3:05:45 PM,4,L,,,,,,,,,,,,,,,,,ACMI,,
PIPN 06,8/13/2024 3:05:45 PM,5,L,,,,,,,,,,,,,,,,,SOXX,,
PIPN 06,8/13/2024 3:05:45 PM,6,L,,,,,,,,,,,,,,,,,ERRA,,
PIPN 06,8/13/2024 3:05:45 PM,7,L,,,,,,,,,,,,,,,,,ELEL,,
PIPN 06,8/13/2024 3:05:45 PM,8,L,,,,,,,,,,,,,,,,,PAMU,,
