MacroPlot.Name,Date,Index,Transect,Slope,LogNum,Dia,DecayCl,CWDFuConSt,Comment,UV1,UV2,UV3,NumTran,TranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,X
PIAB 25,8/6/2024 11:02:09 AM,1,1,10,1,4,4,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,2,2,2,2,4,4,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,3,2,2,3,6.5,4,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,4,2,2,4,5.5,3,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,5,2,2,5,3.5,4,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,6,2,2,6,3,4,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,7,2,2,7,5,3,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,8,3,1,8,5,4,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,9,4,0,9,5.5,3,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,10,4,0,10,6.5,4,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,11,4,0,11,3.5,4,PIAB,,,,,,,,,,,,,,
PIAB 25,8/6/2024 11:02:09 AM,12,4,0,12,5,4,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,,,,,,,,,,,,4,50,Gilmore,Tumicki,,,,,True,
PIAB 24,9/9/2024 2:56:42 PM,1,1,7,1,6,3,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,2,1,7,2,3,3,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,3,2,15,3,4.5,4,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,4,2,15,4,5.5,3,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,5,2,15,5,7.5,3,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,6,3,5,6,10,4,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,7,3,5,7,7,3,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,8,3,5,8,4.5,3,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,9,4,2,9,9.5,4,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,10,4,2,10,3,3,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,11,4,2,11,4.5,3,PIAB,,,,,,,,,,,,,,
PIAB 24,9/9/2024 2:56:42 PM,12,4,2,12,6,4,PIAB,,,,,,,,,,,,,,
PIAB 07,8/6/2024 10:12:36 AM,,,,,,,,,,,,4,50,Brannfors; Gilmore,Gilmore,,,,,True,
PIAB 07,8/6/2024 10:12:36 AM,1,2,2,1,14.5,4,PIAB,,,,,,,,,,,,,,
PIAB 07,8/6/2024 10:12:36 AM,2,3,1,2,18,3,PIAB,,,,,,,,,,,,,,
PIAB 07,8/6/2024 10:12:36 AM,3,3,1,3,19.5,4,PIAB,,,,,,,,,,,,,,
PIAB 07,8/6/2024 10:12:36 AM,4,4,1,4,3.5,3,PIAB,,,,,,,,,,,,,,
