MacroPlot.Name,Date,Index,IsVerified,QTR,SubFrac,TagNo,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,MacroPlotSize,SnagPlotSize,BrkPntDia,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIPN 13,9/11/2024 3:02:58 PM,1,True,1,1,1,L,25.4,16.3,6,I,5.1,,,,,,,,,,,,,,,,,,,CROK,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,2,True,1,1,2,L,37.3,17.2,7,I,3.3,,,,,,,,,,,,,,,,,,,CROK,-1,INSE,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,3,True,1,1,3,L,20.8,9.9,6,SC,3.9,,,,,,,,,,,,,,,,,,,CROK,-1,LEAN,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,4,True,1,1,4,L,34.2,18.2,8,I,3.2,,,,,,,,,,,,,,,,,,,CROK,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,5,True,1,1,5,L,64.9,23.4,9,C,3.3,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,6,True,1,1,6,D,43.5,17.5,7,RS,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,7,True,2,1,7,L,55.9,22.2,5,C,5.8,,,,,,,,,,,,,,,,,,,CROK,-1,LIGT,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,8,True,2,1,9,L,51.2,22.3,8,C,5.3,,,,,,,,,,,,,,,,,,,BIRD,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,9,True,2,1,10,L,44.2,22,6,C,8.9,,,,,,,,,,,,,,,,,,,CROK,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,10,True,2,1,11,L,53.7,21,8,C,6.6,,,,,,,,,,,,,,,,,,,FORK,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,11,True,3,1,16,L,57.9,20.4,4,C,9.5,,,,,,,,,,,,,,,,,,,FORK,-1,INSE,-1,FORK,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,12,True,4,1,17,L,49.1,19.4,5,C,10.4,,,,,,,,,,,,,,,,,,,BIRD,-1,INSE,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,13,True,4,1,18,L,35.6,18.1,4,I,10.4,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,14,True,4,1,19,L,48.5,22,4,C,14,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,15,True,4,1,20,L,44.2,20.8,3,C,13.5,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,16,True,4,1,21,L,41.3,23.8,3,C,15.4,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,17,True,4,1,22,L,32,15.4,3,I,10.2,,,,,,,,,,,,,,,,,,,LEAN,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,18,True,4,1,23,L,43.5,21.2,3,C,12.4,,,,,,,,,,,,,,,,,,,FIRE,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 13,9/11/2024 3:02:58 PM,19,True,4,1,24,L,53.6,22.1,4,C,10.6,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,15,Brannfors; Gilmore,Brannfors,,,,,,True,
PIPN 08,9/10/2024 3:01:35 PM,1,True,1,0.5,153,L,2.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,2,True,1,1,57,D,,,2,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,3,True,1,1,58,D,52.9,2.5,5,BAD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,4,True,1,1,59,D,46.5,2.4,5,BAD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,missing tag,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,5,True,1,1,60,D,40.5,3.5,6,BAD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,6,True,1,1,63,L,47.7,23,6,C,16.4,,,,,,,,,,,,,,,,,,,CROK,-1,LEAN,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,7,True,1,1,64,D,78.4,21.4,2,LBS,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,8,True,2,1,65,D,,,7,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,9,True,2,1,66,L,33.6,22.9,5,C,15.3,,,,,,,,,,,,,,,,,,,LEAN,-1,WOND,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,10,True,2,1,67,L,33.1,21.9,8,C,16.4,,,,,,,,,,,,,,,,,,,FORK,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,11,True,2,1,68,L,38.6,22.6,4,C,15.4,,,,,,,,,,,,,,,,,,,FORK,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,12,True,2,1,69,L,39.8,22.4,4,C,16.9,,,,,,,,,,,,,,,,,,,FORK,-1,SPRT,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,13,True,2,1,71,D,,,2,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,14,True,2,1,72,L,45.4,24.9,3,C,19.3,,,,,,,,,,,,,,,,,,,WOND,-1,FIRE,-1,CROK,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,15,True,2,1,74,D,35.4,2.2,4,BAD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,16,True,2,1,75,D,,,3,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,17,True,2,1,77,D,,,6,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,18,True,3,1,79,D,51.7,3.7,9,BAD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 08,9/10/2024 3:01:35 PM,19,True,3,1,83,D,,,5,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,15,Lalor; Tumicki; Westfahl,Tumicki,,,,,,True,
PIPN 02,6/5/2024 1:14:48 PM,1,True,1,1,66,L,69.8,32.5,3,C,17.6,,,,,,,,,,,,,,,,,,,LEAN,,FORK,,,,,,,,CHANGE CBH IN OLD DATA (check 2021 data),,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,2,True,1,1,67,L,74.9,31.3,3,C,17.4,,,,,,,,,,,,,,,,,,,LEAN,,WOND,,BIRD,,,,,,CHANGE CBH IN OLD DATA (check 2021 data),,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,3,True,1,1,68,L,58.5,33.4,3,C,18.2,,,,,,,,,,,,,,,,,,,FIRE,,LIGT,,BIRD,,LEAN,,CROK,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,4,True,1,1,70,D,24.9,2.8,2,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no tag,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,5,True,1,1,71,L,39.6,17.1,2,SC,7.1,,,,,,,,,,,,,,,,,,,BIRD,,LEAN,,FIRE,,CROK,,FORK,,CHANGE CBH IN OLD DATA (check 2021 data),,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,6,True,1,1,72,L,68.6,30.8,5,C,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHANGE CBH IN OLD DATA (check 2021 data),,,,,,,,,,,,,ABCO,,
PIPN 02,6/5/2024 1:14:48 PM,7,True,2,1,74,D,38.7,3.3,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,8,True,2,1,75,D,82.8,33.6,5,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,9,True,2,1,82,L,51.7,25.6,2,I,15.3,,,,,,,,,,,,,,,,,,,FIRE,,,,,,,,,,CHANGE CBH IN OLD DATA (check 2021 data),,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,10,True,2,1,83,L,52,26.9,2,I,13.8,,,,,,,,,,,,,,,,,,,BIRD,,,,,,,,,,CHANGE CBH IN OLD DATA (check 2021 data),,,,,,,,,,,,,PSME,,
PIPN 02,6/5/2024 1:14:48 PM,11,True,3,1,85,L,42.9,25.8,2,I,13.3,,,,,,,,,,,,,,,,,,,FIRE,,LIGT,,FORK,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,12,True,3,1,86,L,21.8,14.3,2,SC,8.1,,,,,,,,,,,,,,,,,,,LIGT,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,13,True,3,1,87,L,32.8,24.8,2,I,19,,,,,,,,,,,,,,,,,,,BIRD,,LEAN,,LIGT,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,14,True,3,1,89,L,42.2,27.3,2,I,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,15,True,3,1,90,L,31.1,26.4,2,I,17.5,,,,,,,,,,,,,,,,,,,FIRE,,SPAR,,DTOP,,INSE,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,16,True,3,1,91,L,55.8,31.2,3,C,14.4,,,,,,,,,,,,,,,,,,,FIRE,,WOND,,CROK,,INSE,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,17,True,3,1,92,L,76.1,31.3,5,C,16.7,,,,,,,,,,,,,,,,,,,WOND,,CROK,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,18,True,3,1,93,L,65,29.3,3,C,19.3,,,,,,,,,,,,,,,,,,,CROK,,FORK,,TWIN,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,19,True,3,1,94,L,57.1,29.9,3,C,19,,,,,,,,,,,,,,,,,,,CROK,,LEAN,,TWIN,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,20,True,3,1,95,L,63.5,19.2,3,I,13.1,,,,,,,,,,,,,,,,,,,WOND,,DTOP,,BROK,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,21,True,4,1,48,L,38.5,22.4,4,I,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,22,True,4,1,49,L,21.6,10.5,1,SC,9,,,,,,,,,,,,,,,,,,,BROK,,FORK,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,23,True,4,1,52,L,24.7,19.5,3,I,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,24,True,4,1,53,L,24,20,4,I,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,25,True,4,1,54,L,36.6,22.8,3,I,9.8,,,,,,,,,,,,,,,,,,,CROK,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,26,True,4,1,96,L,80.8,30.6,3,C,17.5,,,,,,,,,,,,,,,,,,,SPRT,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 02,6/5/2024 1:14:48 PM,27,True,4,1,97,L,26.6,21.2,4,I,12.5,,,,,,,,,,,,,,,,,,,CROK,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,15,Gilmore; Tumicki; Brannfors,GIlmore,,,,,,True,
PIPN 20,9/10/2024 3:04:26 PM,1,True,1,0.5,152,L,2.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIPN 20,9/10/2024 3:04:26 PM,2,True,1,1,86,L,57.1,24.8,3,C,19.3,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,Tag missing,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,3,True,1,1,88,L,58.8,29.4,3,C,23,,,,,,,,,,,,,,,,,,,BIRD,-1,WOND,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,4,True,2,1,91,L,25.5,10.7,3,SC,6.2,,,,,,,,,,,,,,,,,,,,-1,ABGR,-1,LEAN,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,5,True,3,1,93,L,66.2,28.2,5,C,16.7,,,,,,,,,,,,,,,,,,,LEAN,-1,FIRE,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,6,True,3,1,94,L,69.8,26.3,7,C,11,,,,,,,,,,,,,,,,,,,LEAN,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,7,True,3,1,95,L,40.6,19.2,6,C,7.4,,,,,,,,,,,,,,,,,,,CROK,-1,WOND,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,8,True,4,1,96,L,63.5,28.9,5,C,11.9,,,,,,,,,,,,,,,,,,,FORK,-1,BIRD,-1,INSE,-1,ROOT,-1,WOND,-1,,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,9,True,4,1,97,D,30.3,6.6,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,10,True,4,1,99,D,52.2,16.1,3,BAD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 20,9/10/2024 3:04:26 PM,11,True,4,1,100,L,42,24.9,4,C,16.5,,,,,,,,,,,,,,,,,,,CROK,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIPO,,
PIPN 16,8/15/2024 3:10:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,15,Gilmore; Tumicki; Westfahl,Gilmore,,,,,,True,
PIPN 16,8/15/2024 3:10:25 PM,1,True,1,0.5,160,L,2.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 16,8/15/2024 3:10:25 PM,2,True,1,0.5,162,L,2.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 16,8/15/2024 3:10:25 PM,3,True,2,0.5,131,L,10.9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 16,8/15/2024 3:10:25 PM,4,True,1,1,71,L,23.4,19.4,7,SC,4,,,,,,,,,,,,,,,,,,,CROK,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIPN 16,8/15/2024 3:10:25 PM,5,True,1,1,72,L,31.2,23.2,9,I,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
