MacroPlot.Name,Date,Index,IsVerified,QTR,SubFrac,TagNo,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,MacroPlotSize,SnagPlotSize,BrkPntDia,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIEN 15,8/5/2024 1:19:35 PM,37,True,1,0.05,274,L,7.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,38,True,1,0.05,275,L,6.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,39,True,1,0.05,276,L,7.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,40,True,1,0.05,277,L,7.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,41,True,1,0.05,278,L,7.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,42,True,1,0.05,279,L,6.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,43,True,1,0.05,281,L,5.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,44,True,1,1,2,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,45,True,2,1,11,D,61.6,9.3,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIEN 15,8/5/2024 1:19:35 PM,46,True,2,1,15,D,73,5,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIEN 15,8/5/2024 1:19:35 PM,47,True,2,1,17,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIEN 15,8/5/2024 1:19:35 PM,48,True,2,1,70,L,15.3,8.3,,C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,49,True,3,1,21,D,50.3,7.6,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIEN 15,8/5/2024 1:19:35 PM,50,True,3,1,22,D,44,3.2,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,51,True,4,1,33,D,46,2.6,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tag missing,,,,,,,,,,,,,POTR,,
PIEN 15,8/5/2024 1:19:35 PM,52,True,4,1,34,D,58.3,2.5,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIEN 14,8/19/2024 1:26:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,15,,,,,,,,True,
PIEN 14,8/19/2024 1:26:35 PM,1,True,1,0.5,101,L,7.7,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,2,True,1,0.5,102,L,6,2,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,3,True,1,0.5,104,L,15,8,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,4,True,1,0.5,105,D,,,,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,5,True,1,0.5,110,L,9.5,6,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,6,True,1,0.5,112,L,10,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,7,True,1,0.5,113,L,5.5,2,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,bent over,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,8,True,1,0.5,115,L,13.1,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,9,True,1,0.5,116,D,,,,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,10,True,1,0.5,117,L,6.7,2,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,bent over,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,11,True,1,0.5,118,L,4.8,3,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,12,True,1,0.5,120,L,10.3,9,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,13,True,1,0.5,124,L,12.6,8,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,14,True,1,0.5,125,L,12.8,9,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,15,True,1,0.5,126,L,12.2,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,16,True,1,0.5,182,L,8.8,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,bent over,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,17,True,1,0.5,184,L,10,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,18,True,1,0.5,185,L,7,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,19,True,1,0.5,186,L,6.3,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,20,True,1,0.5,188,L,5.3,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,21,True,1,0.5,189,L,10.4,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,22,True,1,0.5,190,L,6.6,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,23,True,1,0.5,191,L,8,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,24,True,1,0.5,192,L,6.1,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,25,True,1,0.5,193,L,8.1,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,26,True,1,0.5,194,L,8.9,10,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,27,True,1,0.5,197,L,5.3,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,28,True,1,0.5,198,L,6.1,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PSME,,
PIEN 14,8/19/2024 1:26:35 PM,29,True,1,0.5,199,L,5.5,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PSME,,
PIEN 14,8/19/2024 1:26:35 PM,30,True,1,0.5,200,L,8.7,10,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,31,True,1,0.5,240,L,6.9,2,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,32,True,1,0.5,241,L,5.3,3,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,33,True,1,0.5,242,L,5.5,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,34,True,1,0.5,243,L,7.3,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,35,True,1,0.5,244,L,8,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,36,True,1,0.5,245,L,6.3,6,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,37,True,1,0.5,246,L,4.1,1,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,38,True,1,0.5,247,L,5.3,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,39,True,1,0.5,248,L,10.4,6,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,40,True,1,0.5,268,L,5.4,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,41,True,1,0.5,269,L,3.7,3,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,42,True,1,0.5,270,L,3.6,3,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,43,True,1,0.5,271,L,4,3,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,44,True,1,0.5,272,L,3.1,2,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,45,True,1,0.5,273,L,4.1,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,46,True,1,0.5,275,L,3.5,3,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,47,True,1,0.5,276,L,3.5,3,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,48,True,1,0.5,277,L,3.9,3,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,49,True,1,0.5,278,L,4.3,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,50,True,1,0.5,279,L,6.3,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,51,True,1,0.5,307,L,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,52,True,1,0.5,308,L,3.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,53,True,1,0.5,310,L,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,54,True,1,0.5,311,L,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,55,True,1,0.5,313,L,4.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,56,True,1,0.5,314,L,3.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,57,True,1,0.5,315,L,5.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,58,True,1,0.5,316,L,5.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,59,True,1,0.5,317,L,3.5,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,60,True,1,0.5,318,L,5,6,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,61,True,1,0.5,319,L,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,62,True,1,0.5,320,L,2.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,63,True,1,0.5,321,L,12.3,10,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,POTR,,
PIEN 14,8/19/2024 1:26:35 PM,64,True,2,0.5,129,D,,,,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,65,True,2,0.5,130,L,9.2,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,66,True,2,0.5,131,L,13,9,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,67,True,2,0.5,135,L,10.7,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,68,True,2,0.5,136,L,7,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,69,True,2,0.5,139,D,,,,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,70,True,2,0.5,145,L,10.7,6,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,71,True,2,0.5,146,L,12,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,72,True,2,0.5,147,L,7.9,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,73,True,2,0.5,149,L,8.7,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,74,True,2,0.5,151,D,,,,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,75,True,2,0.5,158,L,11.7,8,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,76,True,2,0.5,159,L,4.5,4,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,77,True,2,0.5,160,L,6.7,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
PIEN 14,8/19/2024 1:26:35 PM,78,True,2,0.5,161,L,8.4,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,79,True,2,0.5,162,L,9.9,7,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,80,True,2,0.5,163,L,6.2,5,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,PIEN,,
PIEN 14,8/19/2024 1:26:35 PM,81,True,2,0.5,164,D,,,,DD,,,,,,,,,,,,,,,,,,,,,-1,,-1,,-1,,-1,,-1,,,,,,,,,,,,,,ABCO,,
