MacroPlot.Name,Date,Index,IsVerified,QTR,SubFrac,TagNo,Status,DBH,Ht,CrwnRto,CrwnCl,LiCrBHt,CrFuBHt,CrwnRad,Age,GrwthRt,Mort,DecayCl,LaddBaseHt,LaddMaxHt,DRC,NuLiStems,NuDeStems,EqDia,XCoord,YCoord,CKR,CharHt,ScorchHt,CrScPct,DamCd1,DamSev1,DamCd2,DamSev2,DamCd3,DamSev3,DamCd4,DamSev4,DamCd5,DamSev5,Comment,UV1,UV2,UV3,MacroPlotSize,SnagPlotSize,BrkPntDia,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIAB 11,8/1/2024 2:59:35 PM,10,True,1,0.5,220,L,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,11,True,1,0.5,223,L,3.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,12,True,1,0.5,224,L,4.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,13,True,1,0.5,225,L,3.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,14,True,1,0.5,230,L,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,15,True,1,0.5,231,L,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,16,True,1,0.5,233,L,5.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,17,True,1,0.5,236,L,3.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,18,True,1,0.5,245,L,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,19,True,1,0.5,247,L,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,20,True,1,0.5,248,L,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,21,True,1,0.5,249,L,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,22,True,1,0.5,259,L,3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,23,True,1,0.5,263,L,3.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,24,True,1,0.5,264,L,3.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,25,True,1,0.5,265,L,3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,26,True,1,0.5,266,L,4.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,27,True,1,0.5,270,L,3.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,28,True,1,0.5,272,L,3.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,29,True,1,0.5,273,L,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,30,True,1,0.5,280,L,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,31,True,2,0.5,114,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,32,True,2,0.5,135,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,33,True,2,0.5,139,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,34,True,2,0.5,141,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,35,True,2,0.5,142,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,36,True,2,0.5,146,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,37,True,2,0.5,151,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,38,True,2,0.5,153,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,39,True,2,0.5,155,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,40,True,2,0.5,161,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,41,True,2,0.5,173,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,42,True,2,0.5,206,L,3.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,43,True,2,0.5,210,L,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,44,True,2,0.5,212,L,3.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,45,True,2,0.5,214,L,2.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,46,True,2,0.5,241,L,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,47,True,2,0.5,217,L,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,48,True,2,0.5,234,L,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,49,True,2,0.5,237,L,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,50,True,2,0.5,238,L,3.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,51,True,2,0.5,240,L,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,52,True,2,0.5,251,L,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 11,8/1/2024 2:59:35 PM,53,True,2,0.5,252,L,3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,54,True,2,0.5,253,L,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,55,True,2,0.5,267,L,3.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,56,True,2,0.5,271,L,3.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,57,True,2,0.5,281,L,2.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,58,True,2,0.5,282,L,3.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,59,True,2,0.5,283,L,3.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,60,True,2,0.5,289,L,3.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,61,True,2,0.5,290,L,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,62,True,2,0.5,292,L,4.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,63,True,2,0.5,293,L,3.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,64,True,2,0.5,294,L,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,65,True,2,0.5,295,L,6.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,66,True,2,0.5,297,L,3.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,67,True,2,0.5,299,L,3.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,68,True,2,0.5,300,L,3.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,69,True,1,1,95,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,70,True,2,1,42,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,71,True,2,1,44,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,72,True,2,1,57,D,23.8,1.8,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,73,True,2,1,60,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,74,True,2,1,61,D,72.7,2.2,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,75,True,2,1,64,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,76,True,2,1,65,L,88.8,35,5,D,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,77,True,2,1,97,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,78,True,3,1,11,L,15.5,9.5,,SC,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 11,8/1/2024 2:59:35 PM,79,True,3,1,34,D,16.8,8,,LBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,80,True,3,1,38,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 11,8/1/2024 2:59:35 PM,81,True,3,1,48,D,26.2,13.4,5,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,82,True,3,1,69,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,83,True,3,1,73,L,54.1,29,6,C,10.6,,,,,,,,,,,,,,,,,,,CROK,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,84,True,3,1,74,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 11,8/1/2024 2:59:35 PM,85,True,3,1,75,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,86,True,3,1,76,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 11,8/1/2024 2:59:35 PM,87,True,3,1,77,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 11,8/1/2024 2:59:35 PM,88,True,3,1,78,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 11,8/1/2024 2:59:35 PM,89,True,3,1,79,D,22.3,2,,BAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,90,True,3,1,80,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,91,True,4,1,35,D,53.6,22,1,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,92,True,4,1,81,D,,,,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 11,8/1/2024 2:59:35 PM,93,True,4,1,84,L,34.2,15.3,9,I,1.5,,,,,,,,,,,,,,,,,,,LICH,,BROK,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,94,True,4,1,86,D,,,4,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L to DD,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,95,True,4,1,87,D,,,5,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L to DD,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,96,True,4,1,88,L,95.7,33.1,5,D,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,97,True,4,1,90,L,28.9,20.5,3,I,10.8,,,,,,,,,,,,,,,,,,,CROK,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,98,True,4,1,91,D,,,1,DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L to DD,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,99,True,4,1,92,L,50.8,33.2,5,C,14.7,,,,,,,,,,,,,,,,,,,CROK,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 11,8/1/2024 2:59:35 PM,100,True,4,1,93,L,33.2,14.2,5,SC,4.8,,,,,,,,,,,,,,,,,,,WOND,,BIRD,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 11,8/1/2024 2:59:35 PM,101,True,4,1,94,L,66.9,29.3,4,C,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 02,8/1/2024 3:20:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,15,Brannfors; Lalor; Tumicki,Tumicki,,,,,,True,
PIAB 02,8/1/2024 3:20:27 PM,1,True,1,0.5,111,L,8.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,2,True,1,0.5,112,D,4.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 02,8/1/2024 3:20:27 PM,3,True,1,0.5,130,L,5.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,4,True,1,0.5,131,L,4.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,5,True,1,0.5,133,L,3.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 02,8/1/2024 3:20:27 PM,6,True,1,0.5,134,L,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,7,True,1,0.5,135,L,3.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,8,True,1,0.5,136,L,5.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,9,True,1,0.5,137,L,2.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 02,8/1/2024 3:20:27 PM,10,True,1,0.5,138,L,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 02,8/1/2024 3:20:27 PM,11,True,1,0.5,139,L,5.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,12,True,1,0.5,140,L,2.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 02,8/1/2024 3:20:27 PM,13,True,1,0.5,141,L,2.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 02,8/1/2024 3:20:27 PM,14,True,1,0.5,142,L,4.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,15,True,1,0.5,143,L,2.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 02,8/1/2024 3:20:27 PM,16,True,2,0.5,113,L,8.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 02,8/1/2024 3:20:27 PM,17,True,2,0.5,114,L,11.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,18,True,2,0.5,115,L,8.8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,19,True,2,0.5,116,L,8.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,20,True,2,0.5,117,L,6.4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,21,True,2,0.5,118,L,5.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,22,True,2,0.5,119,L,8.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,23,True,2,0.5,121,L,5.7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,24,True,2,0.5,122,D,6.8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,25,True,2,0.5,123,L,6.6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,26,True,2,0.5,124,L,6.8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,27,True,2,0.5,125,L,6.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,28,True,2,0.5,144,L,4.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCO,,
PIAB 02,8/1/2024 3:20:27 PM,29,True,2,0.5,145,L,3.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME,,
PIAB 02,8/1/2024 3:20:27 PM,30,True,2,0.5,146,L,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPO,,
PIAB 02,8/1/2024 3:20:27 PM,31,True,2,0.5,147,L,4.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,32,True,2,0.5,148,L,4.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,33,True,2,0.5,149,L,3.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,34,True,2,0.5,150,L,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,35,True,2,0.5,151,L,3.6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,36,True,2,0.5,152,L,3.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,37,True,2,0.5,153,L,2.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,38,True,2,0.5,154,L,2.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
PIAB 02,8/1/2024 3:20:27 PM,39,True,2,0.5,155,L,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POTR,,
